persona_id,edad,genero,provincia,zona_urbana,nivel_educativo,preferencia_contacto,antiguedad_cliente,hijos,tamano_hogar,ocupacion,vivienda_propia,posee_auto,ingresos_mensuales,ahorro_mensual,deuda_tarjeta,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,costo_mensual_total_seguro,deuda_frac_ingreso,ahorro_frac_ingreso,producto_objetivo,adquirio
245,67,0,Neuquen,0,secundario,email,1589,1,4,jubilado,1,1,281587.32,43268.63,18807.42,1,2638432.28,77132.47,24,21,0,3,0.875,6164.32,1,956435.67,1265,1,0,0,0,0,0,0,6427.71,0.067,0.154,Hogar,1
246,48,0,La Pampa,1,secundario,whatsapp,1159,0,5,empleado,1,0,687785.27,38366.05,16658.89,1,2537978.4,174531.35,24,14,2,8,0.583,11208.58,0,0.0,9999,1,0,0,0,0,0,0,14544.28,0.024,0.056,Salud,1
247,72,1,Corrientes,1,primario,telefono,1378,3,3,jubilado,0,1,446497.05,33445.01,74835.13,2,3252048.2,104760.45,48,30,6,12,0.625,6766.19,0,0.0,9999,1,0,1,0,0,0,0,17460.08,0.168,0.075,Mascotas,0
248,36,0,Rio Negro,0,secundario,email,1335,1,3,desempleado,1,1,67186.74,16990.12,11278.1,2,1150334.09,23116.49,48,36,0,12,0.75,1721.66,0,0.0,9999,1,0,1,0,0,0,0,3852.75,0.168,0.253,Hogar,0
249,47,1,Santa Fe,1,terciario,email,981,1,3,empleado,1,1,696267.1,16783.38,84656.87,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.122,0.024,Vida,1
250,70,0,La Pampa,1,universitario,email,860,1,3,jubilado,0,0,483159.82,73689.12,34493.25,1,1060207.05,63798.27,21,20,0,1,0.952,5232.62,0,0.0,9999,0,0,0,0,0,0,1,5316.52,0.071,0.153,Salud,1
251,22,0,Corrientes,1,universitario,email,477,0,5,autonomo,0,1,783823.08,98924.02,45642.25,1,1711407.4,36901.36,9,4,0,5,0.444,2506.7,0,0.0,9999,0,0,0,0,0,1,0,3075.11,0.058,0.126,Auto,1
252,36,0,CABA,1,terciario,email,1880,0,1,empleado,1,1,635735.88,21079.4,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.033,Salud,1
253,33,1,Misiones,1,secundario,telefono,497,2,5,empleado,0,1,512465.86,76844.74,122160.45,1,2176830.34,164364.56,6,4,0,2,0.667,12086.4,0,0.0,9999,1,0,0,0,0,0,0,13697.05,0.238,0.15,Vida,1
254,24,1,Mendoza,0,secundario,telefono,1291,1,3,desempleado,0,0,44185.0,4338.9,11647.8,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.264,0.098,Ninguno,0
255,74,1,Santa Fe,0,secundario,email,56,0,2,jubilado,1,1,261949.59,10885.07,46960.81,2,2783788.6,61728.28,2,0,2,0,0.0,0.0,0,0.0,9999,1,1,0,0,0,0,0,10288.05,0.179,0.042,Mascotas,0
256,40,1,Rio Negro,1,universitario,email,1505,1,3,profesional,1,0,2733918.19,122258.98,424843.16,3,4251131.32,58210.23,72,43,16,13,0.597,3458.43,1,234558.16,1087,0,1,0,0,1,1,0,14552.56,0.155,0.045,Salud,1
257,25,1,Corrientes,0,terciario,telefono,389,0,3,comerciante,0,0,1095466.28,47521.06,212416.44,2,6808656.78,113832.08,10,3,2,5,0.3,5575.64,1,1852935.03,110,0,0,0,1,0,0,1,18972.01,0.194,0.043,Accidentes,0
258,55,0,CABA,1,primario,email,36,3,5,comerciante,1,1,952116.5,88413.14,35179.82,2,10901433.0,147120.92,2,0,1,1,0.0,2730.35,0,0.0,9999,1,1,0,0,0,0,0,24520.15,0.037,0.093,Accidentes,0
259,59,0,Chubut,1,secundario,whatsapp,496,1,3,empleado,0,1,539768.68,72993.78,81246.62,2,11136919.34,163018.13,17,16,0,1,0.941,12456.94,1,1284088.57,2,1,0,0,1,0,0,0,27169.69,0.151,0.135,Mascotas,0
260,58,0,Santa Fe,1,universitario,whatsapp,106,2,2,empleado,1,1,627451.95,23570.69,191009.88,1,4707507.73,207584.41,1,0,0,1,0.0,14164.22,0,0.0,9999,1,0,0,0,0,0,0,17298.7,0.304,0.038,Salud,1
261,52,1,Corrientes,0,terciario,whatsapp,385,0,3,empleado,1,0,858600.88,76747.07,144105.09,1,3599513.97,95050.13,2,2,0,0,1.0,8035.21,0,0.0,9999,0,0,0,1,0,0,0,7920.84,0.168,0.089,Hogar,1
262,79,1,La Pampa,1,primario,email,1301,2,5,empleado,1,0,378289.22,34074.27,0.0,2,3469309.78,67494.23,48,32,0,16,0.667,5113.68,0,0.0,9999,0,1,1,0,0,0,0,11249.04,0.0,0.09,Salud,0
263,57,0,Tucuman,1,secundario,telefono,889,2,5,empleado,1,1,1170165.5,70321.05,103447.23,2,10466663.73,143288.32,41,26,6,9,0.634,8785.49,1,3122110.0,610,1,0,1,0,0,0,0,23881.39,0.088,0.06,Hogar,1
264,49,0,Mendoza,1,secundario,telefono,321,1,3,empleado,1,1,462602.44,0.0,7085.08,2,8632477.14,132692.92,9,2,5,2,0.222,3089.21,0,0.0,9999,1,1,0,0,0,0,0,22115.49,0.015,0.0,Vida,1
265,63,1,San Luis,1,universitario,whatsapp,1391,2,5,profesional,1,0,871824.71,47305.6,0.0,2,5319404.42,112032.51,48,32,4,12,0.667,7672.39,0,0.0,9999,0,1,0,1,0,0,0,18672.08,0.0,0.054,Vida,1
266,51,1,Cordoba,1,terciario,email,1635,0,1,comerciante,0,1,375040.97,46545.96,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.124,Salud,0
267,27,0,Entre Rios,1,secundario,telefono,1918,2,2,empleado,0,1,560143.0,84275.26,105954.45,1,7718254.32,178192.01,24,17,0,7,0.708,12974.47,1,5528615.73,1459,1,0,0,0,0,0,0,14849.33,0.189,0.15,Salud,0
268,80,1,Tucuman,1,secundario,whatsapp,1926,0,5,empleado,1,0,366208.77,54943.83,14205.55,2,7064274.96,91565.77,48,43,0,5,0.896,7362.43,1,2371887.01,1443,1,1,0,0,0,0,0,15260.96,0.039,0.15,Ninguno,0
269,36,0,Corrientes,1,secundario,email,641,1,3,empleado,1,0,578280.91,124562.81,75645.95,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.131,0.215,Vida,1
270,69,0,Buenos Aires,1,primario,email,1234,2,5,jubilado,0,1,628839.66,15467.68,128923.48,3,8129733.53,134440.94,72,40,14,18,0.556,7968.59,1,1947630.11,1020,1,1,0,1,0,0,0,33610.24,0.205,0.025,Ninguno,0
271,78,1,Neuquen,1,terciario,whatsapp,800,1,4,autonomo,1,1,569170.14,50912.88,138631.54,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.244,0.089,Hogar,0
272,76,0,Salta,1,secundario,email,1773,0,2,jubilado,1,1,730790.88,18284.46,67706.6,2,13829230.04,157578.29,48,20,17,11,0.417,8199.06,0,0.0,9999,1,1,0,0,0,0,0,26263.05,0.093,0.025,Salud,0
273,79,0,CABA,1,primario,telefono,1539,2,1,autonomo,1,0,653271.1,47189.66,29917.99,3,11243308.47,144525.67,72,58,2,12,0.806,10958.19,0,0.0,9999,1,1,0,1,0,0,0,36131.42,0.046,0.072,Accidentes,0
274,57,0,Rio Negro,1,universitario,whatsapp,246,3,4,profesional,1,1,1836783.31,146301.41,0.0,2,8264465.42,159914.61,4,4,0,0,1.0,11431.45,1,348095.03,-149,1,1,0,0,0,0,0,26652.43,0.0,0.08,Salud,1
275,25,0,Salta,1,universitario,email,1968,1,5,empleado,1,0,1316728.26,146824.66,220352.26,2,2382089.45,83259.74,48,36,0,12,0.75,6191.09,0,0.0,9999,0,1,0,0,0,1,0,13876.62,0.167,0.112,Salud,1
276,37,1,Tucuman,0,terciario,whatsapp,1859,3,4,empleado,1,0,1041256.84,89178.67,48815.99,2,3930027.21,49030.57,48,32,0,16,0.667,3499.05,0,0.0,9999,0,0,1,0,0,1,0,8171.76,0.047,0.086,Hogar,1
277,39,1,Buenos Aires,1,secundario,whatsapp,1443,0,4,profesional,0,1,1538736.6,104787.18,535926.65,1,6872670.8,178548.77,24,15,4,5,0.625,11363.83,0,0.0,9999,1,0,0,0,0,0,0,14879.06,0.348,0.068,Salud,1
278,58,1,CABA,0,universitario,whatsapp,198,0,3,comerciante,1,0,1219659.1,87973.53,0.0,2,7636822.01,104461.49,2,1,1,0,0.5,5064.76,0,0.0,9999,0,0,0,1,0,0,1,17410.25,0.0,0.072,Accidentes,1
279,61,1,Tucuman,1,terciario,whatsapp,766,1,5,comerciante,0,0,698556.52,58615.64,12939.81,3,7985939.35,93193.23,67,54,0,13,0.806,7107.19,1,777821.53,596,0,1,0,1,1,0,0,23298.31,0.019,0.084,Vida,0
280,34,1,Rio Negro,1,secundario,whatsapp,786,2,2,empleado,0,0,733581.34,55153.1,215691.26,1,580223.28,46381.55,20,14,4,2,0.7,3043.26,0,0.0,9999,0,0,0,0,1,0,0,3865.13,0.294,0.075,Salud,1
281,25,1,Tucuman,0,terciario,email,1621,1,3,empleado,0,0,589243.37,74912.47,28124.69,2,5035482.5,133580.59,48,45,0,3,0.938,10938.82,1,411762.22,991,1,0,0,1,0,0,0,22263.43,0.048,0.127,Mascotas,1
282,27,1,La Pampa,1,secundario,telefono,1056,2,1,profesional,0,1,2189448.08,317006.55,168976.49,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.077,0.145,Hogar,1
283,26,1,Buenos Aires,1,terciario,whatsapp,955,2,3,comerciante,0,1,619246.73,21262.82,77673.0,2,11846407.7,158135.77,42,26,5,11,0.619,10511.67,1,2132410.93,353,1,0,0,1,0,0,0,26355.96,0.125,0.034,Hogar,1
284,23,0,Mendoza,1,secundario,telefono,812,2,3,autonomo,1,0,623384.34,36409.1,76326.33,2,4107493.95,71641.79,36,23,4,9,0.639,4989.03,0,0.0,9999,0,0,1,0,0,0,1,11940.3,0.122,0.058,Salud,0
285,57,1,Buenos Aires,1,terciario,telefono,1870,1,3,empleado,1,0,204910.05,0.0,29591.29,1,2493106.63,56180.47,24,8,10,6,0.333,2221.48,0,0.0,9999,1,0,0,0,0,0,0,4681.71,0.144,0.0,Hogar,1
286,20,1,Santa Fe,0,secundario,telefono,217,0,4,estudiante,1,0,33294.96,3055.03,2557.74,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.077,0.092,Hogar,1
287,46,1,Entre Rios,1,universitario,email,860,0,2,profesional,1,1,1917122.86,187574.61,235569.47,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.123,0.098,Salud,0
288,39,0,Rio Negro,1,terciario,whatsapp,1027,2,1,empleado,1,0,893930.13,35078.47,66706.17,1,5588076.37,159250.0,24,15,4,5,0.625,10222.67,0,0.0,9999,1,0,0,0,0,0,0,13270.83,0.075,0.039,Vida,0
289,78,0,Santa Fe,1,secundario,telefono,549,2,3,jubilado,1,1,358053.98,49765.35,80505.91,2,7348087.92,86431.27,17,13,0,4,0.765,7113.49,1,2736960.25,322,1,0,0,1,0,0,0,14405.21,0.225,0.139,Hogar,0
290,64,1,Santa Fe,1,secundario,whatsapp,2108,0,2,comerciante,1,1,947660.62,126837.72,143750.44,2,12128474.16,131611.98,48,39,0,9,0.812,10194.35,0,0.0,9999,1,1,0,0,0,0,0,21935.33,0.152,0.134,Salud,1
291,50,1,Buenos Aires,1,secundario,email,1886,1,1,empleado,1,1,727503.42,93440.14,93367.77,1,4843368.55,190870.94,24,20,0,4,0.833,14592.82,0,0.0,9999,1,0,0,0,0,0,0,15905.91,0.128,0.128,Salud,0
292,46,0,Salta,1,secundario,telefono,1959,1,3,profesional,1,1,1792545.88,197628.55,250658.85,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.14,0.11,Hogar,1
293,76,0,La Pampa,1,secundario,telefono,731,3,2,empleado,0,0,956926.75,57259.43,155075.43,1,5899938.3,141689.77,18,14,1,3,0.778,9985.46,1,1557070.13,299,0,0,0,1,0,0,0,11807.48,0.162,0.06,Hogar,1
294,49,1,Entre Rios,1,universitario,telefono,1370,1,2,profesional,1,1,3203654.36,362290.7,0.0,2,6651114.5,108484.21,48,46,0,2,0.958,8807.82,0,0.0,9999,1,0,1,0,0,0,0,18080.7,0.0,0.113,Riesgos,1
295,48,1,Misiones,0,primario,telefono,80,1,4,desempleado,0,1,76959.07,12931.86,11378.23,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.148,0.168,Vida,0
296,65,0,Misiones,1,primario,whatsapp,1931,2,3,empleado,0,0,272250.38,51208.06,60019.86,2,2360822.94,35284.03,48,42,0,6,0.875,2821.01,0,0.0,9999,0,0,0,1,0,1,0,5880.67,0.22,0.188,Ninguno,0
297,25,0,Rio Negro,1,secundario,telefono,1520,0,5,empleado,1,0,282155.65,13432.93,6513.26,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.023,0.048,Hogar,1
298,44,0,Tucuman,0,secundario,telefono,1342,1,5,autonomo,0,0,334729.48,0.0,27715.43,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.083,0.0,Accidentes,0
299,75,0,La Pampa,1,universitario,whatsapp,1537,1,2,jubilado,1,0,605528.19,46134.95,10295.03,2,2139279.29,53667.99,48,38,0,10,0.792,4035.73,0,0.0,9999,0,0,1,0,1,0,0,8944.66,0.017,0.076,Salud,1
300,20,0,CABA,1,terciario,telefono,804,0,5,autonomo,0,0,1034409.71,17220.61,89799.55,1,535028.53,39830.91,19,7,6,6,0.368,1844.35,0,0.0,9999,0,0,0,0,1,0,0,3319.24,0.087,0.017,Hogar,1
301,57,1,Santa Fe,1,terciario,whatsapp,1094,0,3,desempleado,0,0,21706.02,699.73,1474.7,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.068,0.032,Mascotas,0
302,48,1,Tucuman,1,secundario,whatsapp,198,0,3,empleado,0,0,321325.64,16111.66,35127.63,1,2573824.04,80227.05,1,0,1,0,0.0,0.0,0,0.0,9999,0,0,0,1,0,0,0,6685.59,0.109,0.05,Ninguno,0
303,81,0,Rio Negro,1,terciario,whatsapp,1906,0,1,jubilado,0,0,792119.59,112327.98,130200.3,3,7169511.83,75693.18,72,61,0,11,0.847,5900.16,1,466602.12,1627,0,1,0,0,1,0,1,18923.29,0.164,0.142,Ninguno,0
304,57,1,Salta,0,primario,email,1675,0,1,empleado,0,0,280196.05,43110.81,38543.2,1,1271832.34,78885.13,24,21,0,3,0.875,6356.43,1,675066.13,1090,1,0,0,0,0,0,0,6573.76,0.138,0.154,Ninguno,0
305,29,0,Santa Fe,1,secundario,email,1645,1,1,comerciante,1,1,412986.17,35585.06,22861.03,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.055,0.086,Auto,0
306,71,1,Cordoba,0,secundario,whatsapp,1212,0,1,autonomo,0,1,1287808.23,104301.81,99155.14,2,11683184.02,176152.18,48,35,2,11,0.729,12914.41,1,335683.09,1081,1,0,0,1,0,0,0,29358.7,0.077,0.081,Hogar,1
307,52,0,Neuquen,1,universitario,email,746,1,4,autonomo,1,0,968653.61,42878.12,73278.35,1,2805792.35,79351.99,16,14,1,1,0.875,5896.59,0,0.0,9999,0,0,1,0,0,0,0,6612.67,0.076,0.044,Riesgos,1
308,33,0,Entre Rios,1,universitario,email,1208,0,3,profesional,0,1,1189757.8,19498.1,0.0,2,2809407.1,82874.37,48,26,12,10,0.542,5026.17,1,575965.83,674,1,0,0,0,0,1,0,13812.39,0.0,0.016,Salud,1
309,65,0,San Luis,1,primario,email,101,0,1,jubilado,1,0,548578.49,40993.9,92503.06,2,9812245.87,149783.54,2,2,0,0,1.0,12288.97,0,0.0,9999,1,0,0,1,0,0,0,24963.92,0.169,0.075,Hogar,0
310,39,1,San Luis,1,universitario,whatsapp,1351,0,1,profesional,1,1,2491214.44,0.0,593676.85,2,8461435.25,143913.72,48,23,13,12,0.479,8006.52,2,1063330.07,731,1,0,0,1,0,0,0,23985.62,0.238,0.0,Accidentes,1
311,45,1,Santa Fe,0,universitario,email,2091,0,1,profesional,1,1,2057881.38,43234.63,64433.77,4,10264797.61,92309.73,96,58,13,25,0.604,5721.77,0,0.0,9999,1,1,0,0,0,1,1,30769.91,0.031,0.021,Salud,1
312,74,1,La Pampa,0,secundario,email,2172,1,1,jubilado,0,0,229247.9,18887.11,16388.07,2,4198903.4,49129.03,48,34,0,14,0.708,3425.77,3,1063561.39,1803,1,0,0,0,0,1,0,8188.17,0.071,0.082,Ninguno,0
313,79,0,Santa Fe,1,secundario,email,204,1,2,empleado,1,0,485901.38,0.0,45683.26,1,3966807.24,90237.77,5,1,2,2,0.2,3292.02,1,1771731.43,146,0,0,0,1,0,0,0,7519.81,0.094,0.0,Hogar,0
314,53,0,Tucuman,1,terciario,email,1454,2,3,autonomo,1,1,1276592.68,179620.38,61397.69,2,7790668.48,119696.27,48,44,0,4,0.917,9616.56,0,0.0,9999,1,1,0,0,0,0,0,19949.38,0.048,0.141,Salud,1
315,30,1,San Luis,0,secundario,whatsapp,2095,2,1,empleado,1,1,793951.99,86221.12,122653.82,2,9446886.34,130505.83,48,31,0,17,0.646,9669.0,1,5439931.35,1739,1,0,1,0,0,0,0,21750.97,0.154,0.109,Hogar,1
316,64,0,Neuquen,0,secundario,whatsapp,1210,0,3,empleado,1,0,484915.6,0.0,99998.51,1,2623003.93,97754.76,24,10,8,6,0.417,4587.62,0,0.0,9999,0,1,0,0,0,0,0,8146.23,0.206,0.0,Salud,1
317,78,1,Cordoba,1,secundario,email,1535,3,4,jubilado,1,1,443547.57,29335.65,79513.35,1,1015588.94,70575.18,24,20,1,3,0.833,5313.73,0,0.0,9999,0,0,1,0,0,0,0,5881.26,0.179,0.066,Salud,1
318,47,1,Mendoza,0,universitario,telefono,2074,0,1,profesional,1,1,3683197.71,478992.67,738550.49,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.201,0.13,Salud,1
319,35,1,Misiones,1,terciario,telefono,437,2,4,empleado,0,1,723211.48,0.0,30558.67,2,7070660.56,102905.11,17,6,4,7,0.353,4651.13,0,0.0,9999,1,0,1,0,0,0,0,17150.85,0.042,0.0,Salud,1
320,20,0,Rio Negro,0,secundario,whatsapp,1792,0,1,estudiante,0,1,172492.47,8244.85,21195.18,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.123,0.048,Ninguno,0
321,80,0,Chubut,1,secundario,telefono,2039,1,2,jubilado,1,1,654864.28,0.0,121924.57,1,7376484.81,196265.93,24,12,8,4,0.5,9676.92,0,0.0,9999,1,0,0,0,0,0,0,16355.49,0.186,0.0,Ninguno,0
322,21,1,Entre Rios,1,secundario,email,1427,0,3,estudiante,0,1,147590.81,10883.09,20221.08,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.137,0.074,Mascotas,1
323,76,1,Salta,1,primario,whatsapp,1760,1,3,jubilado,1,1,376433.78,32643.89,33897.19,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.09,0.087,Hogar,0
324,73,1,Chubut,0,terciario,whatsapp,2065,2,3,empleado,1,1,969997.98,171607.36,218556.43,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.225,0.177,Salud,1
325,61,1,Salta,0,secundario,telefono,305,0,1,autonomo,1,0,1187216.31,131296.71,0.0,2,7361907.29,100332.16,2,1,0,1,0.5,6319.02,2,1336316.77,-73,0,1,0,1,0,0,0,16722.03,0.0,0.111,Accidentes,1
326,20,1,San Luis,1,terciario,whatsapp,2144,0,4,empleado,0,0,1208763.41,92969.63,103030.44,2,6458895.69,127453.21,48,37,1,10,0.771,9611.2,2,2219412.85,1584,1,0,0,0,1,0,0,21242.2,0.085,0.077,Salud,1
327,77,1,Cordoba,0,terciario,email,1014,1,4,empleado,1,1,724987.83,28551.86,105211.32,1,6257907.37,211888.08,21,10,4,7,0.476,12911.95,0,0.0,9999,1,0,0,0,0,0,0,17657.34,0.145,0.039,Hogar,0
328,73,0,Santa Fe,1,secundario,email,181,0,3,jubilado,1,0,689274.34,0.0,183.86,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.0,Hogar,0
329,70,1,Entre Rios,0,primario,email,399,1,2,empleado,0,0,291229.84,17749.31,72915.67,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.25,0.061,Ninguno,0
330,67,1,Santa Fe,1,universitario,whatsapp,1762,0,2,jubilado,1,0,574483.65,104840.25,0.0,1,4443620.23,145738.67,24,23,0,1,0.958,11976.58,0,0.0,9999,1,0,0,0,0,0,0,12144.89,0.0,0.182,Hogar,1
331,65,1,Chubut,0,terciario,email,116,0,2,jubilado,0,0,354951.76,22436.98,89585.45,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.252,0.063,Salud,1
332,68,1,CABA,0,secundario,email,1262,0,2,empleado,0,0,339377.87,58166.61,69184.36,2,4118961.46,72761.89,48,38,0,10,0.792,5530.34,2,723897.2,806,0,0,1,1,0,0,0,12126.98,0.204,0.171,Mascotas,1
333,70,1,Rio Negro,0,primario,email,1760,0,2,jubilado,0,1,329918.74,53426.49,37953.38,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.115,0.162,Ninguno,0
334,57,0,CABA,1,universitario,email,366,1,4,autonomo,1,0,1244499.2,46026.46,0.0,2,12615569.02,167481.75,15,10,2,3,0.667,10476.94,1,2064865.57,215,1,0,0,1,0,0,0,27913.62,0.0,0.037,Vida,0
335,43,1,Tucuman,1,universitario,email,1727,2,3,profesional,1,1,1654318.1,220030.74,0.0,1,6436218.54,196796.36,24,22,0,2,0.917,16050.57,1,1714686.76,1070,1,0,0,0,0,0,0,16399.7,0.0,0.133,Salud,1
336,85,1,San Luis,1,secundario,email,1888,0,3,jubilado,0,0,256996.49,13469.54,6837.12,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.027,0.052,Ninguno,0
337,36,0,Mendoza,1,secundario,email,1218,1,3,autonomo,1,1,1959555.26,137806.81,172615.17,3,10493541.43,110247.3,72,49,5,18,0.681,7639.02,0,0.0,9999,1,1,0,0,0,1,0,27561.82,0.088,0.07,Salud,1
338,24,0,Corrientes,0,universitario,telefono,991,1,4,desempleado,0,0,62609.78,4721.42,14909.31,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.238,0.075,Ninguno,0
339,77,1,Tucuman,0,secundario,whatsapp,397,0,1,jubilado,1,0,309269.48,39856.76,4212.73,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.014,0.129,Hogar,0
340,80,0,Buenos Aires,1,primario,telefono,1832,1,2,jubilado,1,0,491504.92,25417.6,65278.92,2,5945006.02,127410.21,48,24,13,11,0.5,6213.37,3,1434604.56,1407,1,0,1,0,0,0,0,21235.03,0.133,0.052,Mascotas,1
341,36,1,CABA,1,terciario,email,1461,1,3,empleado,1,0,837194.3,66918.28,63203.19,2,8826633.85,146068.23,48,35,1,12,0.729,10424.22,0,0.0,9999,1,0,0,1,0,0,0,24344.71,0.075,0.08,Hogar,1
342,54,1,Entre Rios,1,primario,email,529,1,5,desempleado,1,0,53725.1,8627.03,8486.61,1,378232.09,26531.4,12,11,0,1,0.917,2099.29,0,0.0,9999,0,1,0,0,0,0,0,2210.95,0.158,0.161,Vida,0
343,34,0,La Pampa,1,primario,email,229,0,2,empleado,1,0,519955.49,27982.92,70240.79,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.135,0.054,Salud,0
344,37,1,Corrientes,0,universitario,telefono,1252,0,1,profesional,1,1,2012452.55,267741.07,354747.19,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.176,0.133,Auto,1
345,41,0,CABA,1,secundario,telefono,1774,0,1,empleado,1,0,713706.85,51615.27,107845.33,1,2405852.85,115289.18,24,20,2,2,0.833,8567.73,0,0.0,9999,0,1,0,0,0,0,0,9607.43,0.151,0.072,Salud,0
346,49,1,Mendoza,1,universitario,whatsapp,1781,0,2,autonomo,1,1,1597305.74,284386.42,218449.55,2,8521015.19,119431.21,48,39,0,9,0.812,9100.15,3,2751325.46,1352,1,0,0,0,0,0,1,19905.2,0.137,0.178,Accidentes,1
347,41,1,CABA,1,secundario,whatsapp,215,0,4,comerciante,1,1,1345371.6,35231.3,149667.98,2,7478667.67,146350.18,2,1,1,0,0.5,7552.87,2,2760937.93,-166,1,0,0,1,0,0,0,24391.7,0.111,0.026,Riesgos,1
348,20,0,CABA,1,secundario,telefono,1647,0,3,empleado,0,0,597486.19,100119.49,51134.68,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.086,0.168,Salud,0
349,29,1,Buenos Aires,1,universitario,email,583,3,2,profesional,1,1,4161200.6,553227.33,1056971.9,3,7193470.57,79215.95,38,28,1,9,0.737,6766.0,0,0.0,9999,0,0,1,1,1,0,0,19803.99,0.254,0.133,Mascotas,1
350,80,0,San Luis,1,secundario,telefono,110,1,1,jubilado,1,1,394115.34,22740.82,0.0,1,4010721.26,109227.53,1,0,1,0,0.0,0.0,1,1117926.45,-40,1,0,0,0,0,0,0,9102.29,0.0,0.058,Ninguno,0
351,80,0,Neuquen,1,secundario,telefono,278,2,5,jubilado,1,1,347661.85,56311.49,0.0,1,3549471.61,123262.48,3,2,0,1,0.667,9803.57,2,919345.07,34,1,0,0,0,0,0,0,10271.87,0.0,0.162,Mascotas,0
352,77,1,Misiones,0,terciario,whatsapp,1231,0,4,autonomo,0,1,710512.55,45681.3,52863.24,1,4060203.06,182276.75,24,17,2,5,0.708,13161.46,0,0.0,9999,1,0,0,0,0,0,0,15189.73,0.074,0.064,Salud,0
353,80,1,Corrientes,1,primario,telefono,1733,2,1,jubilado,0,0,215266.63,18156.08,36965.0,1,2610709.0,86810.24,24,18,0,6,0.75,6472.27,1,154572.1,1351,1,0,0,0,0,0,0,7234.19,0.172,0.084,Ninguno,0
354,61,0,La Pampa,0,primario,whatsapp,221,1,5,empleado,0,0,740034.85,75311.29,111280.14,2,4588322.59,91899.26,7,3,4,0,0.429,4414.87,0,0.0,9999,0,0,1,1,0,0,0,15316.54,0.15,0.102,Hogar,1
