edad,genero,provincia,nivel_educativo,ocupacion,hijos,vivienda_propia,posee_auto,antiguedad_cliente,cantidad_polizas,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,costo_mensual_total_seguro,suma_asegurada_total,prima_promedio,adquirio,producto_objetivo
50,femenino,Santa Cruz,universitario,desocupado,0,1,0,35,3,7,0,0,0,0.0,11450,0,0,999,1,0,0,0,0,2631018,4326,0,ninguno
61,femenino,Entre Ríos,terciario,autonomo,2,1,0,15,2,19,6,0,0,0.32,37806,0,0,999,0,1,1,0,23766,4109337,23766,1,salud
22,masculino,San Juan,terciario,profesional,0,0,0,20,1,23,14,9,1,0.61,47049,0,0,999,0,0,1,0,9720,2563729,9720,0,ninguno
67,masculino,Salta,primario,autonomo,1,0,0,73,3,22,13,9,1,0.59,27076,1,107483,443,0,0,1,0,15348,3488088,15348,0,ninguno
65,masculino,Buenos Aires,primario,desocupado,2,1,1,97,2,11,9,0,0,0.82,42621,1,114415,893,0,1,1,0,6488,4902140,6488,0,ninguno
40,masculino,Salta,universitario,profesional,3,1,0,47,3,16,5,0,0,0.31,23570,0,0,999,0,0,1,0,3792,664486,3792,1,salud
53,femenino,Neuquén,primario,profesional,3,0,1,85,3,9,5,0,0,0.56,32599,1,188361,110,1,0,1,1,30640,1416094,30640,1,hogar
34,femenino,Neuquén,primario,desocupado,3,0,0,116,2,12,0,0,0,0.0,5552,0,0,999,0,0,1,0,4962,3857434,4962,0,ninguno
55,masculino,Buenos Aires,secundario,profesional,2,0,0,28,1,22,21,1,0,0.95,25946,0,0,999,0,0,1,0,5679,3571097,5679,0,ninguno
61,femenino,Chubut,terciario,autonomo,3,1,1,62,0,11,2,9,1,0.18,39383,0,0,999,1,1,0,0,15208,4231784,15208,0,ninguno
28,femenino,Chubut,universitario,empleado,1,0,0,43,2,7,6,0,0,0.86,8688,0,0,999,0,0,1,0,14946,4665666,14946,1,hogar
41,masculino,La Rioja,terciario,profesional,3,1,1,32,0,11,11,0,0,1.0,40157,0,0,999,1,1,0,1,23241,1445161,23241,1,vida
69,masculino,Entre Ríos,secundario,empleado,2,1,1,28,3,23,19,0,0,0.83,48967,1,69063,656,1,1,1,0,31776,2942367,31776,1,salud
27,masculino,Misiones,universitario,empleado,1,0,1,69,3,7,3,0,0,0.43,45158,0,0,999,0,0,1,0,0,4966271,4816,1,ninguno
67,femenino,Mendoza,universitario,autonomo,2,0,1,19,0,16,11,0,0,0.69,38243,0,0,999,0,0,1,1,7452,4963158,7452,1,auto
69,femenino,La Rioja,terciario,desocupado,2,1,0,95,2,16,1,0,0,0.06,14277,1,68008,357,0,0,1,0,2670,1199895,2670,0,ninguno
69,femenino,Tierra del Fuego,secundario,autonomo,1,1,0,75,1,6,2,0,0,0.33,14047,0,0,999,0,0,1,1,20775,3906820,20775,1,hogar
48,masculino,Buenos Aires,secundario,empleado,0,0,1,69,1,6,2,0,0,0.33,36643,0,0,999,0,0,1,0,13152,1263871,13152,1,salud
41,masculino,La Rioja,primario,empleado,1,1,1,38,1,16,6,0,0,0.38,33890,0,0,999,0,1,1,0,13800,1660117,13800,1,salud
41,masculino,Santa Cruz,terciario,empleado,3,0,0,96,2,23,1,0,0,0.04,6903,0,0,999,0,0,1,0,10602,1226272,10602,1,hogar
50,femenino,Buenos Aires,secundario,empleado,0,1,0,116,1,12,1,0,0,0.08,20525,0,0,999,0,0,1,0,7418,4500737,7418,1,hogar
40,femenino,Misiones,universitario,autonomo,2,1,0,97,0,12,6,0,0,0.5,39650,0,0,999,0,0,0,0,7585,3911031,7585,1,vida
51,femenino,Chubut,terciario,profesional,2,0,0,112,1,15,5,10,1,0.33,11548,1,178287,295,0,0,1,1,13532,1169384,13532,0,ninguno
60,femenino,San Juan,secundario,empleado,1,0,0,89,3,7,4,0,0,0.57,9818,0,0,999,0,0,1,0,0,2896640,4977,1,auto
63,femenino,La Pampa,primario,autonomo,3,1,0,119,2,23,21,0,0,0.91,45503,0,0,999,0,1,1,0,19599,2520779,19599,1,salud
59,femenino,La Pampa,universitario,profesional,1,0,0,40,3,22,16,6,0,0.73,23225,0,0,999,0,0,0,1,11520,2880232,11520,0,ninguno
18,masculino,Buenos Aires,secundario,profesional,1,0,0,106,1,20,2,0,0,0.1,36423,0,0,999,0,0,0,1,5720,4912176,5720,1,vida
69,masculino,Corrientes,secundario,empleado,1,0,0,14,3,6,6,0,0,1.0,27641,0,0,999,0,0,0,1,4408,3157025,4408,1,vida
18,masculino,Jujuy,terciario,empleado,0,1,1,93,0,22,2,0,0,0.09,35119,0,0,999,1,0,1,0,6910,4896720,6910,1,hogar
39,masculino,Catamarca,terciario,autonomo,3,1,0,30,3,9,1,0,0,0.11,17857,0,0,999,0,0,1,0,7609,4805457,7609,1,hogar
49,femenino,Salta,primario,autonomo,2,0,1,8,0,13,0,0,0,0.0,33946,0,0,999,1,0,0,1,21138,4332733,21138,0,ninguno
36,masculino,Neuquén,terciario,profesional,3,1,1,93,0,6,0,0,0,0.0,13927,0,0,999,1,1,1,0,21352,2542823,21352,1,salud
56,femenino,La Rioja,terciario,profesional,0,1,0,21,1,10,3,0,0,0.3,38708,1,115251,264,0,1,0,0,12266,4114705,12266,1,salud
59,masculino,Formosa,primario,profesional,0,1,0,31,1,19,11,0,0,0.58,7335,0,0,999,0,0,1,1,7500,3869011,7500,1,hogar
69,masculino,Neuquén,secundario,profesional,2,1,1,46,0,10,5,0,0,0.5,40440,0,0,999,1,1,0,1,13304,2468067,13304,1,vida
45,femenino,Mendoza,terciario,empleado,2,1,1,8,3,15,3,0,0,0.2,47641,0,0,999,0,1,0,0,4636,4401529,4636,0,ninguno
36,femenino,Río Negro,primario,desocupado,0,1,1,90,1,16,16,0,0,1.0,5840,0,0,999,1,0,1,1,13962,1161259,13962,0,ninguno
67,masculino,Neuquén,primario,profesional,0,1,0,57,2,20,10,0,0,0.5,8249,0,0,999,0,1,0,1,22239,4706419,22239,1,auto
18,femenino,Tierra del Fuego,primario,autonomo,0,1,0,30,0,11,5,0,0,0.45,31342,1,135700,793,0,0,0,0,4507,3841861,4507,1,salud
45,masculino,Mendoza,primario,profesional,1,0,0,94,0,12,9,0,0,0.75,27484,0,0,999,0,0,1,0,13538,2505534,13538,1,salud
46,femenino,Corrientes,universitario,empleado,3,1,0,100,2,11,10,0,0,0.91,30878,1,102174,693,0,1,0,0,13574,1791527,13574,1,vida
30,masculino,La Pampa,secundario,autonomo,0,1,0,102,0,19,16,0,0,0.84,22543,0,0,999,0,0,1,0,6987,4666233,6987,1,auto
25,masculino,Corrientes,primario,autonomo,0,0,1,21,1,12,0,0,0,0.0,20058,1,82995,520,1,0,0,0,11826,3448093,11826,1,salud
54,masculino,Tierra del Fuego,primario,desocupado,1,1,1,53,3,21,12,0,0,0.57,13792,1,187477,125,1,1,0,0,12710,4601599,12710,0,ninguno
52,femenino,Santiago del Estero,primario,autonomo,1,1,1,65,3,19,3,0,0,0.16,7763,0,0,999,0,1,1,0,10482,1827654,10482,1,auto
53,masculino,Santa Cruz,secundario,autonomo,0,1,1,56,1,16,13,0,0,0.81,30835,0,0,999,1,0,0,0,13276,2935142,13276,1,salud
32,femenino,San Juan,universitario,empleado,1,1,1,15,2,12,12,0,0,1.0,48856,0,0,999,1,0,0,0,12270,2104243,12270,1,vida
37,masculino,Neuquén,universitario,desocupado,2,1,1,79,1,18,8,10,1,0.44,18080,0,0,999,1,1,1,0,28404,3159245,28404,0,ninguno
41,femenino,Corrientes,primario,profesional,3,0,1,95,3,21,16,0,0,0.76,28088,0,0,999,0,0,0,0,4654,2375390,4654,1,vida
45,masculino,Tucumán,primario,profesional,0,0,1,75,2,13,4,0,0,0.31,28508,0,0,999,1,0,0,1,15708,3137051,15708,1,vida
64,masculino,Tierra del Fuego,terciario,empleado,1,0,1,53,3,12,9,0,0,0.75,22443,0,0,999,0,0,1,0,5799,3750133,5799,1,salud
69,masculino,Entre Ríos,secundario,empleado,2,1,1,28,3,23,19,0,0,0.83,48967,1,69063,656,1,1,1,0,31776,2942367,31776,1,salud
41,masculino,Catamarca,terciario,desocupado,3,1,0,114,1,9,8,0,0,0.89,8273,0,0,999,0,0,0,0,4694,1408521,4694,0,ninguno
36,femenino,Buenos Aires,secundario,empleado,2,1,0,38,1,20,14,0,0,0.7,25396,0,0,999,0,0,1,0,5690,1112404,5690,1,salud
43,femenino,Córdoba,primario,autonomo,3,1,1,12,3,10,9,1,1,0.9,15100,1,189241,142,1,1,1,1,25110,1456010,25110,0,ninguno
46,masculino,Corrientes,primario,autonomo,0,1,0,108,2,17,8,0,0,0.47,46028,1,75535,370,0,1,1,0,10392,2250914,10392,1,auto
33,femenino,San Juan,universitario,profesional,3,0,0,46,2,16,0,16,0,0.0,38654,0,0,999,0,0,0,0,5398,2971321,5398,0,ninguno
38,masculino,Catamarca,terciario,empleado,1,1,0,22,0,14,12,0,0,0.86,46535,1,114410,650,0,0,1,1,17484,4228489,17484,1,hogar
58,masculino,Santa Cruz,primario,autonomo,3,1,1,68,3,7,5,2,0,0.71,40745,1,109147,127,0,0,0,0,2422,4201291,2422,0,ninguno
53,masculino,Santa Fe,universitario,profesional,0,1,0,23,2,16,9,7,0,0.56,38397,0,0,999,0,1,0,1,11979,3757181,11979,0,ninguno
38,femenino,San Luis,secundario,autonomo,0,1,0,118,3,18,3,0,0,0.17,19999,2,71673,414,0,0,1,1,14115,3104878,14115,0,ninguno
30,femenino,Santa Cruz,universitario,profesional,2,1,0,44,3,13,1,0,0,0.08,36602,0,0,999,0,0,1,0,14886,2205080,14886,1,salud
28,femenino,Mendoza,universitario,profesional,3,1,1,86,0,18,2,0,0,0.11,22499,1,169332,253,0,1,0,0,4680,609446,4680,1,vida
62,masculino,Jujuy,secundario,profesional,3,0,0,13,3,15,0,0,0,0.0,8407,0,0,999,0,0,1,1,22998,4550807,22998,1,hogar
45,masculino,Misiones,universitario,empleado,1,1,0,105,0,17,6,11,1,0.35,16704,0,0,999,0,0,0,0,7513,3480346,7513,0,ninguno
41,masculino,Buenos Aires,primario,empleado,3,1,0,73,2,20,3,0,0,0.15,6191,0,0,999,0,1,1,0,21768,2931129,21768,1,auto
33,femenino,Santa Fe,primario,empleado,1,0,1,54,2,20,5,0,0,0.25,11506,0,0,999,1,0,0,1,9222,3733095,9222,1,vida
47,femenino,Tucumán,secundario,profesional,1,0,1,99,2,17,5,12,0,0.29,32195,0,0,999,1,0,0,0,15548,3870725,15548,0,ninguno
48,femenino,Corrientes,universitario,empleado,3,0,0,64,2,21,12,0,0,0.57,34411,0,0,999,0,0,1,1,9618,3548593,9618,1,hogar
62,masculino,Mendoza,primario,profesional,1,1,0,107,3,13,0,0,0,0.0,31204,0,0,999,0,1,1,0,20556,4253206,20556,1,auto
19,masculino,San Luis,universitario,profesional,3,0,0,75,0,11,10,0,0,0.91,32923,1,184796,808,0,0,1,0,6228,604927,6228,1,auto
33,femenino,Salta,primario,desocupado,3,0,1,64,1,9,3,0,0,0.33,21480,0,0,999,0,0,0,0,4708,1407272,4708,0,ninguno
51,femenino,Catamarca,primario,autonomo,3,0,1,100,1,20,1,0,0,0.05,16171,0,0,999,0,0,1,0,6009,2877074,6009,1,salud
49,femenino,Río Negro,secundario,profesional,1,1,0,106,2,20,16,0,0,0.8,42649,0,0,999,0,1,1,1,17781,3277540,17781,1,auto
69,masculino,Entre Ríos,secundario,empleado,2,1,1,28,3,23,19,0,0,0.83,48967,1,69063,656,1,1,1,0,31776,2942367,31776,1,salud
18,femenino,Entre Ríos,terciario,profesional,3,0,0,8,3,16,16,0,0,1.0,38159,0,0,999,0,0,1,0,6474,2731785,6474,0,ninguno
46,femenino,La Pampa,primario,profesional,3,0,1,11,0,11,9,0,0,0.82,43090,0,0,999,1,0,0,1,12204,1041797,12204,0,ninguno
66,masculino,Misiones,secundario,empleado,3,0,0,32,2,9,3,0,0,0.33,35933,0,0,999,0,0,0,1,9582,4266484,9582,1,vida
56,masculino,Formosa,primario,empleado,3,0,0,18,0,6,4,0,0,0.67,15165,0,0,999,0,0,1,0,0,1118821,2994,1,hogar
57,femenino,Chubut,primario,desocupado,1,0,0,25,2,11,6,0,0,0.55,29243,1,122478,189,0,0,1,0,0,2602985,2013,0,ninguno
50,masculino,Mendoza,primario,desocupado,1,1,0,68,2,11,10,0,0,0.91,47692,0,0,999,0,1,1,1,6657,3440322,6657,0,ninguno
39,masculino,Neuquén,primario,profesional,0,1,0,12,2,6,0,0,0,0.0,20935,0,0,999,0,0,0,1,5001,3122760,5001,0,ninguno
28,masculino,Misiones,primario,autonomo,1,0,1,48,0,8,5,0,0,0.62,37933,0,0,999,1,0,0,0,2919,3490193,2919,1,vida
66,femenino,Salta,universitario,desocupado,0,0,0,110,1,8,5,0,0,0.62,30362,0,0,999,1,0,0,0,0,3569252,2521,0,ninguno
49,femenino,Tucumán,secundario,desocupado,3,0,0,75,3,20,15,0,0,0.75,44110,0,0,999,0,0,1,1,17211,4041483,17211,0,ninguno
63,femenino,Mendoza,secundario,autonomo,2,1,0,93,2,10,10,0,0,1.0,42790,0,0,999,0,1,0,0,3653,2403046,3653,1,vida
25,masculino,Río Negro,secundario,profesional,2,1,1,54,1,22,4,0,0,0.18,20960,0,0,999,1,0,1,0,12870,1862516,12870,1,hogar
28,femenino,Mendoza,universitario,profesional,3,1,1,86,0,18,2,0,0,0.11,22499,1,169332,253,0,1,0,0,4680,609446,4680,1,vida
42,femenino,Tierra del Fuego,secundario,autonomo,1,0,0,75,2,17,9,0,0,0.53,34734,0,0,999,0,0,1,1,11308,2030814,11308,1,hogar
35,masculino,Neuquén,terciario,empleado,1,1,1,82,1,6,3,0,0,0.5,31913,1,174351,484,1,1,1,0,16280,3445829,16280,1,salud
62,femenino,Santa Cruz,universitario,profesional,2,0,1,78,2,14,10,0,0,0.71,18947,1,136219,796,1,0,1,1,14970,3177747,14970,1,hogar
34,masculino,Catamarca,primario,empleado,2,0,1,90,3,18,11,0,0,0.61,31880,1,132148,61,0,0,1,1,6722,3392970,6722,1,hogar
52,masculino,Entre Ríos,universitario,empleado,3,0,1,89,2,23,13,0,0,0.57,16969,0,0,999,1,0,0,1,11582,1860828,11582,1,vida
49,femenino,Neuquén,primario,autonomo,1,0,0,40,1,10,8,0,0,0.8,7024,0,0,999,0,0,0,0,3155,3262594,3155,1,vida
38,masculino,San Luis,terciario,autonomo,0,1,1,105,2,23,22,1,0,0.96,10285,1,37903,765,1,1,0,1,17728,2161241,17728,0,ninguno
34,masculino,Catamarca,primario,empleado,2,0,1,90,3,18,11,0,0,0.61,31880,1,132148,61,0,0,1,1,6722,3392970,6722,1,hogar
52,masculino,Corrientes,primario,autonomo,2,0,0,68,3,18,18,0,0,1.0,43889,1,188279,89,0,0,0,1,6838,1591014,6838,1,vida
40,femenino,La Pampa,primario,autonomo,0,0,1,104,0,21,5,0,0,0.24,42275,0,0,999,0,0,1,0,12508,1667732,12508,1,auto
58,femenino,Santa Fe,terciario,desocupado,0,0,1,14,2,6,4,0,0,0.67,49597,0,0,999,0,0,0,1,9406,3818230,9406,0,ninguno
28,masculino,Mendoza,primario,autonomo,1,0,1,66,3,8,6,0,0,0.75,6378,0,0,999,1,0,1,0,15300,3428785,15300,1,hogar
39,femenino,Neuquén,universitario,empleado,1,0,0,62,3,22,12,0,0,0.55,19039,0,0,999,0,0,1,0,0,587745,5418,1,salud
24,masculino,San Juan,secundario,autonomo,1,1,1,91,1,22,10,12,0,0.45,9971,1,87526,189,0,1,1,0,13610,3403540,13610,0,ninguno
18,masculino,Jujuy,terciario,empleado,0,1,1,93,0,22,2,0,0,0.09,35119,0,0,999,1,0,1,0,6910,4896720,6910,1,hogar
42,femenino,Santiago del Estero,terciario,empleado,0,1,0,76,2,20,7,0,0,0.35,25299,0,0,999,0,0,1,0,5323,1338537,5323,1,salud
33,femenino,Chubut,primario,empleado,2,0,1,90,1,19,14,0,0,0.74,30008,0,0,999,1,0,1,0,7200,1182986,7200,1,salud
33,femenino,Chubut,primario,empleado,2,0,1,90,1,19,14,0,0,0.74,30008,0,0,999,1,0,1,0,7200,1182986,7200,1,salud
45,masculino,Buenos Aires,universitario,empleado,0,1,0,61,1,8,3,0,0,0.38,11085,0,0,999,0,1,1,0,20592,4709689,20592,1,auto
33,femenino,Chubut,primario,empleado,2,0,1,90,1,19,14,0,0,0.74,30008,0,0,999,1,0,1,0,7200,1182986,7200,1,salud
34,femenino,Tucumán,universitario,profesional,3,0,1,78,0,11,2,0,0,0.18,11509,0,0,999,1,0,1,1,6213,1790894,6213,1,hogar
38,masculino,Córdoba,secundario,profesional,0,1,1,9,0,10,9,0,0,0.9,20032,0,0,999,1,0,1,0,14601,2338524,14601,0,ninguno
57,femenino,Buenos Aires,universitario,desocupado,1,0,0,116,2,17,6,11,1,0.35,10057,0,0,999,0,0,1,0,9546,2747837,9546,0,ninguno
38,masculino,Jujuy,secundario,autonomo,2,1,0,76,1,18,6,0,0,0.33,28854,1,124601,561,0,0,1,0,0,4344886,2873,1,auto
39,femenino,Formosa,universitario,empleado,1,0,0,113,0,9,4,0,0,0.44,47443,0,0,999,0,0,1,1,21417,635024,21417,1,auto
59,femenino,Formosa,primario,empleado,3,1,1,24,3,22,4,0,0,0.18,44575,1,158299,176,0,1,1,0,15819,4521080,15819,1,salud
60,masculino,Catamarca,secundario,empleado,0,1,1,115,2,20,6,0,0,0.3,46381,0,0,999,1,0,1,0,12314,2426252,12314,1,salud
37,femenino,Neuquén,terciario,autonomo,0,0,0,44,3,19,16,0,0,0.84,17258,0,0,999,1,0,0,0,0,679830,2038,1,salud
33,masculino,Mendoza,secundario,autonomo,1,0,0,11,2,17,13,0,0,0.76,8679,1,190914,700,0,0,0,1,7695,2823964,7695,0,ninguno
69,masculino,Santa Fe,universitario,empleado,2,0,0,85,3,21,6,15,0,0.29,29244,0,0,999,0,0,1,0,4982,3509758,4982,0,ninguno
30,masculino,Jujuy,secundario,empleado,3,1,0,66,2,20,18,0,0,0.9,16692,1,167765,527,0,1,0,0,8122,2746485,8122,1,vida
46,masculino,Tucumán,primario,empleado,1,1,1,3,3,10,9,0,0,0.9,34750,0,0,999,1,0,1,0,11918,1657655,11918,0,ninguno
43,femenino,Misiones,universitario,empleado,2,0,0,96,0,23,17,0,0,0.74,23688,0,0,999,0,0,0,1,7684,1444545,7684,1,vida
29,femenino,Mendoza,primario,profesional,0,0,1,116,0,21,20,0,0,0.95,14327,0,0,999,0,0,0,0,6324,2613685,6324,1,auto
50,femenino,Buenos Aires,secundario,empleado,0,1,0,116,1,12,1,0,0,0.08,20525,0,0,999,0,0,1,0,7418,4500737,7418,1,hogar
28,masculino,Chaco,universitario,empleado,3,1,0,45,0,11,7,0,0,0.64,14524,0,0,999,0,0,1,0,4379,2444741,4379,1,salud
49,masculino,San Luis,universitario,autonomo,2,1,1,113,3,9,4,5,0,0.44,11374,0,0,999,1,1,1,1,26210,1713475,26210,0,ninguno
66,femenino,Santiago del Estero,universitario,empleado,2,1,0,49,3,12,10,0,0,0.83,27625,0,0,999,0,1,1,1,8828,2013083,8828,1,auto
41,masculino,Santa Cruz,terciario,empleado,3,0,0,96,2,23,1,0,0,0.04,6903,0,0,999,0,0,1,0,10602,1226272,10602,1,hogar
40,masculino,Entre Ríos,terciario,desocupado,2,0,1,1,0,8,7,0,0,0.88,16280,2,108340,241,1,0,0,1,17691,4835518,17691,0,ninguno
27,femenino,Chaco,universitario,desocupado,2,0,0,44,1,14,12,0,0,0.86,36239,0,0,999,0,0,1,1,21954,2949798,21954,0,ninguno
61,femenino,Santa Cruz,primario,desocupado,3,0,1,74,1,10,1,0,0,0.1,30738,0,0,999,1,0,1,1,16041,3449908,16041,0,ninguno
37,masculino,Formosa,terciario,profesional,0,1,1,92,3,18,13,0,0,0.72,10713,0,0,999,1,1,0,0,20412,1075278,20412,1,salud
52,masculino,Misiones,universitario,empleado,0,1,1,59,0,9,1,0,0,0.11,42145,0,0,999,1,0,1,0,8466,4978597,8466,1,salud
31,masculino,Tucumán,terciario,empleado,0,0,0,55,3,22,1,0,0,0.05,26608,0,0,999,0,0,1,1,12207,4107838,12207,1,hogar
34,femenino,Chubut,primario,desocupado,3,0,0,47,0,14,4,0,0,0.29,21211,0,0,999,0,0,1,1,15542,3401092,15542,0,ninguno
30,masculino,Entre Ríos,primario,desocupado,3,1,1,60,3,15,10,0,0,0.67,41671,0,0,999,1,0,0,1,11475,3732094,11475,0,ninguno
30,femenino,La Rioja,primario,desocupado,0,1,0,55,1,16,5,0,0,0.31,14131,1,80526,884,0,0,1,0,10618,3475746,10618,0,ninguno
22,femenino,San Juan,terciario,profesional,3,1,0,86,0,9,8,0,0,0.89,17380,0,0,999,0,0,0,1,14654,2232329,14654,1,vida
53,femenino,La Pampa,primario,autonomo,1,1,1,105,1,22,7,0,0,0.32,12056,0,0,999,1,1,1,0,13488,4839610,13488,1,salud
24,masculino,Río Negro,universitario,empleado,2,1,1,72,1,20,14,0,0,0.7,10788,0,0,999,0,1,0,1,4954,4302010,4954,1,vida
56,femenino,Santiago del Estero,terciario,profesional,3,1,1,30,0,8,1,0,0,0.12,9394,0,0,999,0,1,1,0,23817,2937220,23817,1,salud
23,masculino,Buenos Aires,universitario,profesional,1,1,1,32,3,12,4,0,0,0.33,46908,0,0,999,0,1,0,1,7532,2474299,7532,1,vida
63,femenino,Corrientes,primario,empleado,1,0,1,94,2,14,8,0,0,0.57,30933,0,0,999,1,0,1,0,8190,4407297,8190,1,salud
27,masculino,Neuquén,secundario,empleado,2,1,0,38,0,20,17,0,0,0.85,7093,0,0,999,0,1,1,0,6075,3596750,6075,1,salud
25,masculino,Neuquén,terciario,profesional,0,0,1,92,1,20,3,0,0,0.15,40572,0,0,999,1,0,1,1,10756,3568689,10756,1,hogar
30,femenino,San Juan,secundario,profesional,1,0,1,47,3,21,1,20,0,0.05,18535,1,142611,12,1,0,0,0,7320,4961835,7320,0,ninguno
67,masculino,La Pampa,universitario,empleado,3,1,1,27,0,11,10,1,0,0.91,40774,0,0,999,0,1,0,0,3088,1291043,3088,0,ninguno
67,femenino,Mendoza,universitario,autonomo,2,0,1,19,0,16,11,0,0,0.69,38243,0,0,999,0,0,1,1,7452,4963158,7452,1,auto
51,femenino,Catamarca,primario,autonomo,3,0,1,100,1,20,1,0,0,0.05,16171,0,0,999,0,0,1,0,6009,2877074,6009,1,salud
57,femenino,Chubut,secundario,desocupado,1,0,1,43,2,9,1,8,0,0.11,19157,0,0,999,1,0,0,1,7335,4697930,7335,0,ninguno
26,femenino,Tierra del Fuego,universitario,profesional,1,0,1,81,2,17,3,0,0,0.18,12189,0,0,999,1,0,1,1,30300,3185882,30300,1,hogar
43,femenino,Chubut,terciario,autonomo,1,1,1,73,0,22,16,0,0,0.73,27881,0,0,999,0,0,0,1,4236,1109251,4236,1,vida
41,masculino,San Juan,secundario,empleado,3,0,0,36,3,23,2,0,0,0.09,26699,0,0,999,0,0,1,0,0,3774199,7327,1,auto
41,masculino,San Luis,universitario,profesional,2,1,0,32,2,11,7,0,0,0.64,38660,0,0,999,0,0,1,1,13128,2175843,13128,1,auto
58,masculino,Chubut,primario,empleado,3,0,1,12,1,11,1,0,0,0.09,38746,1,45358,410,1,0,0,1,14493,3281268,14493,0,ninguno
28,femenino,Jujuy,universitario,empleado,1,1,0,117,0,23,3,0,0,0.13,39980,0,0,999,0,1,1,1,7146,3238384,7146,1,auto
27,femenino,Corrientes,universitario,autonomo,1,0,0,13,0,11,7,4,1,0.64,47965,0,0,999,0,0,0,1,12986,1237954,12986,0,ninguno
47,masculino,San Juan,primario,empleado,2,1,1,16,1,15,6,0,0,0.4,43892,1,146244,806,1,1,0,0,18870,569518,18870,1,vida
28,femenino,Jujuy,universitario,empleado,1,1,0,117,0,23,3,0,0,0.13,39980,0,0,999,0,1,1,1,7146,3238384,7146,1,auto
59,femenino,Neuquén,secundario,profesional,0,1,1,57,2,22,8,0,0,0.36,10745,0,0,999,1,0,0,0,3487,3412035,3487,1,hogar
30,femenino,Jujuy,universitario,autonomo,3,1,0,49,1,8,6,0,0,0.75,14321,1,122770,109,0,1,1,0,10404,3798771,10404,1,auto
42,femenino,Chaco,universitario,autonomo,1,1,1,63,3,7,5,2,1,0.71,46743,0,0,999,1,0,1,0,8847,4169021,8847,0,ninguno
63,masculino,Buenos Aires,universitario,profesional,0,1,0,98,3,8,7,0,0,0.88,19287,2,52230,615,0,0,0,0,4476,3059244,4476,0,ninguno
34,masculino,Santiago del Estero,terciario,profesional,3,0,0,43,1,9,0,0,0,0.0,15310,0,0,999,0,0,1,0,6552,4528604,6552,1,auto
23,femenino,Corrientes,primario,desocupado,3,1,1,115,0,18,0,0,0,0.0,14491,0,0,999,0,1,1,0,6830,3515624,6830,0,ninguno
34,masculino,Catamarca,primario,desocupado,1,1,0,111,0,11,11,0,0,1.0,11928,1,191960,827,0,0,0,0,4872,4810500,4872,0,ninguno
69,femenino,Santa Fe,secundario,autonomo,3,1,1,53,3,9,3,0,0,0.33,10079,0,0,999,1,0,0,0,14840,3015962,14840,1,vida
33,femenino,Chubut,primario,empleado,2,0,1,90,1,19,14,0,0,0.74,30008,0,0,999,1,0,1,0,7200,1182986,7200,1,salud
26,femenino,Buenos Aires,secundario,autonomo,1,0,0,119,3,19,10,0,0,0.53,13950,0,0,999,0,0,1,0,0,2313318,6111,1,auto
25,femenino,Catamarca,secundario,autonomo,2,0,1,112,2,18,14,4,1,0.78,37780,0,0,999,1,0,1,0,8634,1860247,8634,0,ninguno
30,femenino,Neuquén,terciario,desocupado,0,1,0,31,3,14,9,0,0,0.64,21128,1,101526,449,0,0,1,0,13570,978739,13570,0,ninguno
43,masculino,Jujuy,terciario,empleado,2,0,0,85,1,18,15,0,0,0.83,19536,0,0,999,0,0,0,1,5109,1959410,5109,1,vida
21,masculino,Entre Ríos,secundario,profesional,0,0,1,54,0,20,13,7,0,0.65,13954,0,0,999,0,0,0,1,6062,2109387,6062,0,ninguno
38,masculino,Entre Ríos,universitario,autonomo,3,0,0,59,0,21,19,0,0,0.9,39721,0,0,999,0,0,1,0,13078,3636938,13078,1,salud
40,masculino,Mendoza,secundario,profesional,1,0,1,118,1,10,10,0,0,1.0,14187,0,0,999,1,0,1,1,31560,3518967,31560,1,hogar
50,femenino,Jujuy,universitario,profesional,1,1,1,81,0,20,13,7,1,0.65,13998,0,0,999,0,1,0,1,20589,2477247,20589,0,ninguno
51,femenino,Chaco,terciario,profesional,3,0,0,26,0,21,3,0,0,0.14,47919,0,0,999,0,0,1,0,6960,2816374,6960,1,auto
29,masculino,Salta,universitario,empleado,2,1,0,109,1,13,4,0,0,0.31,24342,0,0,999,0,0,1,1,20667,4714279,20667,1,auto
66,femenino,San Luis,secundario,empleado,2,1,0,53,3,18,4,0,0,0.22,42726,0,0,999,0,1,0,1,13552,549976,13552,1,vida
33,femenino,San Juan,universitario,profesional,2,1,0,5,2,15,4,11,0,0.27,49494,1,160039,414,0,1,0,0,12746,4089974,12746,0,ninguno
41,femenino,Chubut,primario,profesional,3,0,1,29,0,18,7,0,0,0.39,18582,0,0,999,0,0,1,0,14470,983843,14470,1,hogar
52,masculino,Entre Ríos,universitario,empleado,3,0,1,89,2,23,13,0,0,0.57,16969,0,0,999,1,0,0,1,11582,1860828,11582,1,vida
37,masculino,Tucumán,secundario,autonomo,0,1,0,47,2,6,1,0,0,0.17,29509,0,0,999,0,0,1,1,13599,719162,13599,1,hogar
