edad,genero,hijos,vivienda_propia,posee_auto,antiguedad_cliente,cantidad_polizas,cuotas_impagas,costo_mensual_total_seguro,suma_asegurada_total,prima_promedio,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,cantidad_siniestros,monto_promedio_siniestros,dias_desde_ultimo_siniestro,ocupacion,estado_civil,adquirio,producto_objetivo,provincia
65,femenino,0,1,0,2,2.0,0,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,1,vida,Resto
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
64,femenino,0,0,1,21,2.0,0,581214.0,67367890.0,290607.0,0,1,1,0,0,0,999,empleado,casado,1,salud,Buenos Aires
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
18,masculino,1,1,1,12,2.0,0,481675.0,36105464.0,240837.5,0,1,0,1,0,0,999,empleado,viudo,1,auto,Buenos Aires
59,femenino,2,1,0,98,2.0,0,531461.0,55514862.0,265730.5,0,0,1,1,1,478251,346,autónomo,viudo,1,hogar,Buenos Aires
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
27,femenino,2,0,1,28,1.0,0,195835.0,11750100.0,195835.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Buenos Aires
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
28,femenino,1,1,1,4,2.0,0,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,1,hogar,Córdoba
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
40,masculino,1,1,1,1,1.0,1,310630.0,20501580.0,310630.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
25,masculino,0,1,1,58,2.0,0,547799.0,61561612.0,273899.5,0,1,0,1,0,0,999,estudiante,soltero,1,auto,Buenos Aires
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
53,masculino,3,0,0,59,1.0,0,364161.0,34959456.0,364161.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
30,femenino,2,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,desempleado,casado,0,ninguno,Mendoza
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
65,femenino,0,1,0,2,2.0,0,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,1,vida,Buenos Aires
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
25,femenino,0,0,0,60,1.0,2,294741.0,23874021.0,294741.0,0,0,0,1,1,0,63,empleado,casado,1,vida,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
33,masculino,0,0,1,4,3.0,0,406148.0,29254750.0,135382.66666666666,1,0,1,1,0,0,999,autónomo,casado,1,vida,Buenos Aires
62,femenino,0,1,0,35,1.0,0,207716.0,10593516.0,207716.0,0,1,0,0,0,0,999,autónomo,casado,1,salud,Buenos Aires
51,masculino,1,1,1,38,1.0,0,207908.0,26612224.0,207908.0,1,0,0,0,0,0,999,empleado,casado,1,hogar,Resto
25,masculino,0,1,1,58,2.0,0,547799.0,61561612.0,273899.5,0,1,0,1,0,0,999,estudiante,soltero,1,auto,Santa Fe
59,femenino,2,1,0,57,3.0,0,664473.0,78270160.0,221491.0,1,0,1,1,0,0,999,empleado,soltero,1,hogar,Santa Fe
26,femenino,2,1,1,2,2.0,0,507258.0,45059989.0,253629.0,0,0,1,1,0,0,999,empleado,casado,1,auto,Tucumán
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
28,femenino,0,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
51,masculino,3,0,0,67,1.0,0,237855.0,32586135.0,237855.0,1,0,0,0,0,0,999,desempleado,soltero,1,salud,Resto
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
26,femenino,2,1,1,72,1.0,0,166729.0,15005610.0,166729.0,0,0,0,1,0,0,999,empleado,divorciado,1,hogar,Resto
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
52,masculino,0,1,1,61,1.0,0,146588.0,18763264.0,146588.0,1,0,0,0,1,0,625,empleado,soltero,1,salud,Resto
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
46,masculino,2,1,1,3,2.0,0,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,1,auto,Resto
19,masculino,0,0,0,12,2.0,0,445075.0,41732166.0,222537.5,0,1,0,1,0,0,999,estudiante,soltero,1,vida,Resto
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
56,masculino,0,1,1,72,1.0,0,206246.0,30936900.0,206246.0,0,0,0,1,1,731872,88,autónomo,divorciado,1,hogar,Tucumán
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
62,masculino,0,1,1,49,2.0,0,427941.0,46237320.0,213970.5,1,0,0,1,0,0,999,autónomo,soltero,1,hogar,Buenos Aires
19,femenino,0,1,1,12,2.0,0,550605.0,37624770.0,275302.5,1,0,1,0,0,0,999,estudiante,soltero,1,hogar,Buenos Aires
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
18,masculino,0,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Resto
36,femenino,1,1,0,2,2.0,0,192310.0,19174616.0,96155.0,1,0,0,1,0,0,999,empresario,casado,1,hogar,Córdoba
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
30,femenino,0,1,0,88,3.0,3,450759.0,60349424.0,150253.0,0,1,1,1,0,0,999,empleado,casado,1,vida,Buenos Aires
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
68,femenino,3,1,1,101,1.0,0,190943.0,23676932.0,190943.0,1,0,0,0,0,0,999,jubilado,soltero,1,hogar,Santa Fe
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
42,masculino,0,0,0,13,1.0,0,313147.0,15970497.0,313147.0,0,1,0,0,0,0,999,empresario,soltero,1,salud,Tucumán
40,femenino,0,1,1,23,2.0,0,562528.0,58232477.0,281264.0,0,1,0,1,0,0,999,empleado,divorciado,1,auto,Córdoba
56,masculino,2,1,1,72,1.0,0,206246.0,30936900.0,206246.0,0,0,0,1,1,731872,88,empresario,divorciado,1,auto,Entre Ríos
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
55,masculino,3,0,1,87,1.0,0,103149.0,15369201.0,103149.0,0,0,0,1,0,0,999,empleado,divorciado,1,auto,Buenos Aires
40,femenino,2,0,0,110,2.0,0,388733.0,35748799.0,194366.5,0,0,1,1,0,0,999,empleado,divorciado,1,vida,Buenos Aires
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
64,masculino,0,1,1,58,2.0,0,202348.0,24749992.0,101174.0,1,0,0,1,0,0,999,empleado,soltero,1,hogar,Córdoba
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
28,femenino,3,1,1,96,1.0,0,395801.0,36809493.0,395801.0,0,0,1,0,0,0,999,empleado,casado,1,salud,Santa Fe
26,femenino,2,0,1,5,1.0,1,134083.0,13408300.0,134083.0,1,0,0,0,1,0,580,empleado,casado,0,ninguno,Córdoba
26,femenino,0,1,1,62,1.0,0,364486.0,30616824.0,364486.0,0,1,0,0,1,0,481,empleado,casado,1,auto,Buenos Aires
51,femenino,0,1,0,8,1.0,3,221969.0,20865086.0,221969.0,1,0,0,0,0,0,999,empleado,soltero,0,ninguno,Resto
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
26,femenino,2,0,1,5,1.0,1,268151.0,14748305.0,268151.0,1,0,0,0,1,0,359,empleado,casado,0,ninguno,Mendoza
68,femenino,0,1,1,101,1.0,0,190943.0,23676932.0,190943.0,1,0,0,0,0,0,999,jubilado,soltero,1,salud,Santa Fe
27,masculino,3,1,1,32,1.0,3,263044.0,29723972.0,263044.0,0,1,0,0,0,0,999,empleado,divorciado,1,salud,Resto
26,femenino,2,0,1,5,1.0,1,134083.0,13408300.0,134083.0,1,0,0,0,1,0,580,empleado,casado,0,ninguno,Córdoba
33,masculino,2,0,1,4,3.0,0,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,autónomo,casado,1,vida,Resto
64,masculino,2,1,1,58,2.0,0,328751.0,35608384.0,164375.5,1,0,0,1,0,0,999,empleado,soltero,1,hogar,Buenos Aires
40,femenino,3,0,0,83,3.0,0,432257.0,29556082.0,144085.66666666666,0,1,1,1,0,0,999,empleado,casado,1,vida,Buenos Aires
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
20,femenino,0,0,0,0,1.0,0,214789.0,21049322.0,214789.0,0,0,0,1,0,0,999,empleado,divorciado,1,vida,Resto
25,masculino,0,1,0,22,1.0,0,390494.0,37487424.0,390494.0,0,1,0,0,0,0,999,estudiante,casado,1,salud,Neuquén
34,femenino,0,0,1,21,1.0,0,184504.0,23985520.0,184504.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Santa Fe
56,masculino,0,1,1,72,1.0,0,206246.0,30936900.0,206246.0,0,0,0,1,1,731872,88,autónomo,divorciado,1,hogar,Tucumán
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
54,femenino,0,1,1,116,1.0,0,214578.0,10943478.0,214578.0,0,0,0,1,0,0,999,empleado,viudo,1,auto,Buenos Aires
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
51,masculino,0,0,0,58,1.0,0,129880.0,17144160.0,129880.0,0,0,0,1,0,0,999,empleado,soltero,1,vida,Santa Fe
26,femenino,2,0,1,5,1.0,1,268151.0,14748305.0,268151.0,1,0,0,0,1,0,359,empleado,casado,0,ninguno,Mendoza
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
33,masculino,1,0,1,4,3.0,1,769822.0,109955742.0,256607.3333333333,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
63,masculino,3,0,0,52,2.0,1,380920.0,52576778.0,190460.0,0,0,1,1,1,0,80,desempleado,casado,1,vida,Buenos Aires
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
50,femenino,0,0,0,114,3.0,0,567915.0,41389925.0,189305.0,1,0,1,1,0,0,999,empleado,casado,1,vida,Resto
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
35,masculino,2,0,1,105,1.0,0,186373.0,12300618.0,186373.0,0,0,0,1,0,0,999,empleado,soltero,1,vida,Córdoba
35,masculino,3,1,1,71,2.0,3,521459.0,56354802.0,260729.5,0,1,1,0,0,0,999,autónomo,casado,1,salud,Resto
43,femenino,0,1,1,54,2.0,0,289415.0,30005753.0,144707.5,0,1,0,1,0,0,999,desempleado,casado,1,auto,Resto
66,femenino,2,1,1,111,1.0,0,379470.0,44777460.0,379470.0,0,0,1,0,1,0,638,jubilado,casado,1,salud,Mendoza
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
54,femenino,3,1,1,2,1.0,0,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,1,salud,Santa Fe
26,femenino,2,0,1,5,1.0,1,134083.0,13408300.0,134083.0,1,0,0,0,1,0,580,empleado,casado,0,ninguno,Córdoba
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
55,femenino,1,0,1,14,1.0,0,230932.0,18243628.0,230932.0,0,0,0,0,1,316075,683,desempleado,casado,1,salud,Resto
18,masculino,0,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,empleado,soltero,1,vida,Resto
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
33,femenino,2,1,1,45,1.0,0,251391.0,16340415.0,251391.0,1,0,0,0,0,0,999,autónomo,casado,1,salud,Córdoba
41,femenino,2,1,0,1,1.0,1,209331.0,11094543.0,209331.0,0,0,1,0,0,0,999,empleado,casado,0,ninguno,Buenos Aires
18,masculino,1,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
30,masculino,0,1,0,37,2.0,0,438741.0,40049063.0,219370.5,0,1,0,1,0,0,999,empleado,casado,1,vida,Buenos Aires
25,masculino,0,1,1,59,1.0,0,160357.0,15714986.0,160357.0,1,0,0,0,0,0,999,estudiante,casado,1,salud,Resto
50,masculino,3,1,1,19,3.0,0,551162.0,56411098.0,183720.66666666663,1,0,1,1,0,0,999,empleado,casado,1,hogar,Neuquén
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
33,femenino,1,1,0,41,3.0,2,893808.0,90319484.0,297936.0,0,1,1,1,0,0,999,autónomo,divorciado,1,vida,Buenos Aires
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,estudiante,soltero,0,ninguno,Santa Fe
21,masculino,0,0,1,1,2.0,0,321016.0,30714382.0,160508.0,1,0,1,0,0,0,999,empleado,divorciado,1,salud,Buenos Aires
30,femenino,2,0,1,55,1.0,0,118971.0,17845650.0,118971.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Buenos Aires
53,masculino,0,1,0,109,2.0,0,468822.0,53341492.0,234411.0,0,0,1,1,0,0,999,empleado,soltero,1,hogar,Resto
25,masculino,0,1,1,8,2.0,0,367556.0,23922819.0,183778.0,1,1,0,0,0,0,999,estudiante,viudo,1,salud,Córdoba
41,femenino,2,1,0,1,1.0,1,209331.0,11094543.0,209331.0,0,0,1,0,0,0,999,empleado,casado,0,ninguno,Buenos Aires
48,femenino,3,1,0,116,2.0,0,634769.0,66765980.0,317384.5,0,1,1,0,0,0,999,empleado,casado,1,salud,Buenos Aires
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
41,femenino,1,1,0,1,1.0,0,247679.0,20805036.0,247679.0,0,0,1,0,0,0,999,autónomo,casado,1,salud,Resto
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
50,femenino,1,1,1,108,1.0,0,166547.0,15155777.0,166547.0,0,1,0,0,0,0,999,empleado,soltero,1,auto,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
19,masculino,0,0,0,12,2.0,0,445075.0,41732166.0,222537.5,0,1,0,1,0,0,999,estudiante,soltero,1,vida,Santa Fe
25,femenino,1,1,1,60,1.0,0,150169.0,21924674.0,150169.0,0,0,0,1,0,0,999,empleado,soltero,1,hogar,Buenos Aires
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
28,masculino,2,1,0,17,1.0,2,326951.0,27463884.0,326951.0,0,0,1,0,0,0,999,empleado,soltero,1,salud,Mendoza
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
65,masculino,2,0,1,81,1.0,0,62150.0,5407050.0,62150.0,1,0,0,0,0,0,999,jubilado,soltero,1,vida,Mendoza
36,masculino,0,0,0,88,1.0,0,263801.0,33238926.0,263801.0,0,0,0,1,0,0,999,empleado,soltero,1,vida,Córdoba
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
24,masculino,0,1,0,48,2.0,0,548538.0,70713288.0,274269.0,0,1,1,0,0,0,999,estudiante,soltero,1,salud,Buenos Aires
66,masculino,0,1,0,32,2.0,0,538223.0,37106380.0,269111.5,0,1,1,0,0,0,999,jubilado,divorciado,1,salud,Buenos Aires
40,femenino,2,1,1,97,1.0,0,258376.0,34364008.0,258376.0,0,0,1,0,0,0,999,empleado,soltero,1,salud,Mendoza
42,masculino,3,1,0,78,2.0,0,417961.0,45433689.0,208980.5,1,0,0,1,0,0,999,autónomo,casado,1,hogar,Tucumán
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
44,femenino,3,1,0,27,2.0,0,314901.0,32737993.0,157450.5,1,0,0,1,0,0,999,autónomo,soltero,1,hogar,Santa Fe
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
67,masculino,3,0,0,118,3.0,0,772897.0,77921999.0,257632.3333333333,1,1,1,0,0,0,999,jubilado,casado,1,salud,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,estudiante,soltero,0,ninguno,Santa Fe
51,masculino,0,1,0,44,2.0,0,410217.0,36307902.0,205108.5,0,1,1,0,0,0,999,empleado,soltero,1,salud,Resto
34,masculino,2,1,0,15,2.0,0,391639.0,40445534.0,195819.5,0,0,1,1,0,0,999,empleado,divorciado,1,hogar,Buenos Aires
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
66,femenino,1,1,0,73,2.0,0,444613.0,57597706.0,222306.5,0,0,1,1,0,0,999,jubilado,soltero,1,hogar,Buenos Aires
44,masculino,3,1,1,69,1.0,0,102799.0,5345548.0,102799.0,0,0,1,0,1,746620,553,empleado,casado,1,salud,Resto
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
34,femenino,0,0,1,21,1.0,0,184504.0,23985520.0,184504.0,0,1,0,0,0,0,999,empleado,soltero,1,auto,Santa Fe
52,femenino,3,1,1,14,1.0,0,125161.0,13642549.0,125161.0,0,0,0,1,0,0,999,empleado,divorciado,1,vida,Buenos Aires
55,masculino,0,1,1,49,1.0,0,106697.0,16004550.0,106697.0,0,0,0,1,0,0,999,empleado,casado,1,hogar,Buenos Aires
30,femenino,2,1,0,88,3.0,0,621648.0,69252357.0,207216.0,0,1,1,1,0,0,999,autónomo,casado,1,vida,Santa Fe
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
59,femenino,2,1,0,57,3.0,0,664473.0,78270160.0,221491.0,1,0,1,1,0,0,999,empleado,soltero,1,hogar,Buenos Aires
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
55,femenino,2,1,1,9,3.0,0,591888.0,72313491.0,197296.0,1,0,1,1,0,0,999,desempleado,divorciado,1,hogar,Santa Fe
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
69,masculino,0,1,1,18,2.0,0,315961.0,38817824.0,157980.5,0,1,1,0,0,0,999,jubilado,divorciado,1,auto,Córdoba
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
52,femenino,0,1,1,14,1.0,0,125161.0,13642549.0,125161.0,0,0,0,1,0,0,999,empleado,divorciado,1,hogar,Resto
37,femenino,2,1,1,24,2.0,0,510200.0,49908296.0,255100.0,0,0,1,1,0,0,999,empleado,soltero,1,hogar,Resto
37,masculino,1,0,1,49,2.0,0,338376.0,48143263.0,169188.0,1,0,1,0,1,0,512,empleado,soltero,1,salud,Buenos Aires
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
53,femenino,3,0,1,83,1.0,0,174939.0,13295364.0,174939.0,0,1,0,0,0,0,999,empleado,casado,1,auto,Resto
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
32,femenino,1,0,0,1,2.0,0,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,empleado,casado,1,vida,Resto
18,masculino,0,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Resto
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
25,masculino,1,1,1,60,1.0,0,251246.0,32661980.0,251246.0,0,0,0,1,0,0,999,empleado,casado,1,hogar,Córdoba
36,femenino,1,1,0,2,2.0,0,192310.0,19174616.0,96155.0,1,0,0,1,0,0,999,empresario,casado,1,hogar,Córdoba
28,femenino,2,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,autónomo,soltero,0,ninguno,Buenos Aires
62,masculino,3,1,0,53,2.0,0,389169.0,44781641.0,194584.5,0,1,0,1,0,0,999,empleado,viudo,1,vida,Buenos Aires
25,femenino,0,1,1,6,2.0,0,663604.0,71798592.0,331802.0,0,1,1,0,0,0,999,estudiante,soltero,1,salud,Buenos Aires
