
persona_id,edad,genero,preferencia_contacto,antiguedad_cliente,hijos,ocupacion,ingresos_mensuales,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,producto_objetivo,adquirio
187,44,0,0,3.61,2,1,179968,1,376000,8992.0,25,19,2,4,0.76,716.65,0,0.0,-1,0,1,0,0,0,0,0,1,1
188,47,0,0,2.73,1,2,546286,2,910000,11531.5,48,44,1,3,0.92,928.6,0,0.0,-1,1,0,0,0,0,0,0,2,0
189,47,0,1,3.85,0,4,130472,1,112000,5904.0,13,10,1,2,0.77,490.05,0,0.0,-1,0,1,0,0,0,0,0,4,1
190,56,1,0,4.73,0,1,325539,2,530000,8278.0,49,46,0,3,0.94,667.86,4,77337.25,14,1,0,0,0,0,0,0,4,1
191,40,1,0,0.28,1,3,65777,1,80000,2496.0,25,17,4,4,0.68,171.65,2,21527.0,158,0,0,0,0,0,1,0,3,0
192,29,0,0,4.55,0,1,320035,2,778000,8994.5,52,42,6,4,0.81,739.58,2,214644.0,995,1,0,1,0,0,0,0,5,0
193,36,1,0,0.75,0,3,9998,3,947000,9467.67,63,54,6,3,0.86,843.65,4,82809.75,890,1,0,0,0,1,0,0,2,0
194,51,0,0,2.72,3,1,270838,1,360000,10858.0,13,9,2,2,0.69,854.82,0,0.0,-1,0,1,0,0,0,0,0,4,1
195,24,0,0,2.5,1,1,235644,2,404000,10593.0,20,16,1,3,0.8,968.94,0,0.0,-1,0,1,1,0,0,0,0,5,0
196,39,0,0,3.12,0,1,216016,1,516000,14591.0,13,9,3,1,0.69,1288.76,1,75320.0,639,0,0,1,0,0,0,0,4,1
197,52,1,1,4.77,1,1,165963,1,400000,10514.0,25,22,2,1,0.88,864.33,0,0.0,-1,0,1,0,0,0,0,0,5,0
198,68,1,1,4.32,0,2,88951,1,192000,11538.0,26,23,2,1,0.88,998.28,0,0.0,-1,0,0,1,0,0,0,0,4,1
199,66,0,0,2.74,0,1,277886,2,636000,10951.0,38,30,3,5,0.79,936.32,1,173124.0,1638,1,0,1,0,0,0,0,4,0
200,25,1,0,4.81,0,5,105949,3,1081000,9774.33,37,33,1,3,0.89,952.96,2,262995.0,480,1,0,0,0,0,0,1,5,1
201,61,1,0,1.92,1,1,166240,3,870000,11751.33,54,40,4,10,0.74,1004.76,2,148184.0,930,1,0,0,0,0,0,0,3,0
202,29,0,0,4.76,1,1,123060,3,729000,9433.33,63,49,9,5,0.78,791.18,2,329041.0,259,1,1,0,0,1,0,0,3,0
203,31,1,0,3.65,0,5,63104,2,626000,10667.0,19,12,3,4,0.63,895.43,0,0.0,-1,1,1,0,0,0,0,0,3,1
204,34,1,1,1.79,2,4,178420,2,752000,11293.5,31,23,5,3,0.74,870.97,6,187831.83,218,0,1,1,0,0,0,0,5,1
205,64,0,1,4.15,1,3,38856,3,786000,11896.33,72,55,6,11,0.76,1010.9,3,150891.0,1106,1,1,1,0,0,0,0,4,0
206,37,1,1,2.71,1,4,229124,3,884000,11364.0,63,49,8,6,0.78,953.74,9,97951.0,320,1,0,1,0,0,0,0,2,1
207,51,1,1,2.42,3,2,171789,1,500000,9859.0,37,26,5,6,0.7,816.16,0,0.0,-1,1,0,0,0,0,0,0,2,1
208,69,1,1,4.2,2,1,349904,3,850000,8750.33,63,51,4,8,0.81,769.44,1,151244.0,764,1,1,0,0,0,0,0,3,0
209,32,0,0,1.55,0,5,130764,2,432000,11473.0,22,20,1,1,0.91,980.02,1,56511.0,915,0,1,1,0,0,0,0,5,1
210,50,0,0,0.86,2,1,183684,3,1362000,12005.33,54,41,5,8,0.76,917.72,1,97246.0,576,1,1,0,1,0,0,0,3,1
211,41,0,0,2.71,2,4,139889,2,488000,10037.5,74,61,8,5,0.82,830.06,2,19410.0,1335,0,1,1,0,0,0,0,4,1
212,62,1,1,2.21,2,2,603856,3,1476000,13606.33,63,51,7,5,0.81,1149.7,3,160205.67,675,0,0,1,1,0,0,0,1,0
213,26,0,0,1.03,1,1,340705,1,110000,11552.0,37,30,2,5,0.81,940.29,0,0.0,-1,1,0,0,0,0,0,0,5,1
214,67,0,0,2.5,1,4,181638,2,670000,8542.0,45,35,4,6,0.78,604.62,3,105417.0,67,1,1,0,0,0,0,0,3,1
215,43,0,0,3.29,1,1,303407,2,675000,13815.5,20,15,4,1,0.75,1209.03,1,274043.0,92,1,0,0,1,0,0,0,2,0
216,61,1,1,1.99,0,1,238280,3,496000,6264.0,45,37,5,3,0.82,496.37,2,52680.5,975,0,1,0,0,0,0,0,4,0
217,40,0,1,1.58,0,1,289610,3,618000,9532.67,80,62,8,10,0.78,777.74,2,74596.5,662,1,1,0,0,0,0,0,3,1
218,53,1,1,0.73,0,1,336359,2,695000,14495.0,35,22,4,9,0.63,1280.07,0,0.0,-1,1,0,0,1,0,0,0,3,1
219,68,1,0,4.46,1,2,456611,2,730000,9981.5,24,17,5,2,0.71,830.86,0,0.0,-1,1,0,1,0,0,0,0,4,0
220,66,1,1,4.58,2,1,133768,2,532000,11504.0,60,53,4,3,0.88,936.33,3,92130.0,254,1,0,1,0,0,0,0,4,0
221,63,1,0,3.73,2,1,213615,2,739000,13194.0,17,16,1,0,0.94,1215.44,0,0.0,-1,0,0,1,0,0,0,1,4,0
222,46,0,0,1.29,0,1,89128,2,920000,12956.0,38,32,3,3,0.84,1089.57,1,103962.0,48,1,0,0,1,0,0,0,2,0
223,40,0,0,0.41,1,1,296309,1,390000,12921.0,23,16,2,5,0.7,1106.39,0,0.0,-1,1,0,0,0,0,0,0,5,1
224,28,1,0,2.6,2,2,200161,3,788000,7258.33,58,46,7,5,0.79,571.17,2,21560.0,65,1,1,0,0,0,0,0,3,1
225,27,0,1,4.98,1,2,424010,2,975000,12617.5,20,18,0,2,0.9,1092.4,0,0.0,-1,0,0,0,1,0,0,0,3,1
226,22,1,1,0.14,3,4,66282,2,550000,8858.5,36,32,2,2,0.89,808.93,0,0.0,-1,1,0,0,0,0,0,0,5,1
227,47,0,0,3.89,0,3,5135,3,1245000,10936.33,63,52,6,5,0.83,859.97,4,119273.5,738,1,0,1,0,0,0,1,2,1
228,35,0,0,3.44,0,1,343871,1,392000,6480.0,13,9,3,1,0.69,528.94,1,65604.0,987,0,1,0,0,0,0,0,1,0
229,41,1,0,2.61,1,1,291150,1,200000,7938.0,13,11,0,2,0.85,647.02,3,20661.33,897,1,0,0,0,0,0,0,2,1
230,63,1,0,3.96,2,2,398900,2,558000,9642.0,38,32,2,4,0.84,811.31,2,131750.5,1003,1,0,1,0,0,0,0,4,1
231,67,1,0,0.22,0,5,112550,2,576000,9005.0,27,21,3,3,0.78,768.51,0,0.0,-1,0,1,1,0,0,0,0,4,0
232,48,0,0,1.94,2,2,477218,2,532000,10446.0,19,17,2,0,0.89,807.97,6,131980.83,25,0,0,1,0,1,0,0,4,1
233,31,1,1,3.7,0,1,87879,3,1455000,13382.67,73,64,5,4,0.88,1100.16,1,157470.0,801,0,0,1,1,0,0,0,5,0
234,54,0,0,2.35,2,1,153748,1,220000,8470.0,25,21,4,0,0.84,736.12,3,80721.67,532,1,0,0,0,0,0,0,2,1
235,22,0,1,2.84,2,2,467164,1,360000,7592.0,25,16,6,3,0.64,635.22,0,0.0,-1,0,1,0,0,0,0,0,5,1
236,30,1,0,0.75,1,1,296470,3,1090000,11476.0,47,40,1,6,0.85,871.82,1,101366.0,108,1,0,0,1,0,0,0,2,1
237,64,1,0,3.74,2,1,315838,1,144000,12622.0,13,10,2,1,0.77,1025.0,0,0.0,-1,0,0,1,0,0,0,0,4,1
238,31,1,0,4.15,3,1,181710,2,795000,13765.0,62,47,10,5,0.76,1092.69,1,62665.0,1194,1,0,0,1,0,0,0,2,1
239,64,0,0,1.26,2,1,285250,2,852000,15951.5,54,45,2,7,0.83,1310.81,1,29980.0,885,0,0,1,1,0,0,0,6,1
240,69,1,0,4.73,1,4,124316,1,390000,14159.0,25,21,3,1,0.84,1215.54,0,0.0,-1,0,0,0,1,0,0,0,3,1
241,55,0,0,0.18,1,2,518505,1,304000,8241.0,25,18,2,5,0.72,697.97,0,0.0,-1,0,1,0,0,0,0,0,4,0
242,61,1,1,4.3,0,2,616425,1,120000,5869.0,17,12,1,4,0.71,524.72,0,0.0,-1,0,1,0,0,0,0,0,4,1
243,29,1,1,3.69,3,4,68923,1,130000,9933.0,37,31,3,3,0.84,814.69,0,0.0,-1,1,0,0,0,0,0,0,5,1
244,33,1,1,2.31,2,1,93127,1,435000,13629.0,13,8,2,3,0.62,1160.01,3,176355.0,505,0,0,0,1,0,0,0,3,0
245,22,1,1,0.71,3,1,131720,1,232000,8622.0,19,15,0,4,0.79,675.01,1,118238.0,309,0,1,0,0,0,0,0,5,0
246,59,1,1,2.34,2,2,231998,3,1162000,9865.0,75,61,9,5,0.81,934.1,2,39185.0,690,1,1,0,1,0,0,0,3,1
247,39,0,0,4.44,3,3,43537,3,1152000,9789.33,84,71,6,7,0.85,789.94,2,252082.0,95,0,0,1,0,1,0,0,4,1
248,34,1,1,2.36,3,4,220156,1,588000,9488.0,13,9,2,2,0.69,848.24,0,0.0,-1,0,0,1,0,0,0,0,5,1
249,31,0,1,1.09,3,2,98862,3,1383000,14776.33,36,26,4,6,0.72,1284.84,2,80675.0,472,0,0,1,1,0,0,0,5,0
250,51,1,0,3.95,1,3,60827,1,440000,10616.0,13,10,2,1,0.77,910.86,1,241339.0,1070,1,0,0,0,0,0,0,2,1
251,42,0,0,3.69,0,1,320865,3,1218000,11823.33,99,76,11,12,0.77,921.93,3,255461.67,177,1,0,1,1,0,0,0,2,1
252,47,1,1,2.53,0,1,282190,1,330000,12759.0,13,10,2,1,0.77,1070.67,3,208377.0,874,0,0,0,1,0,0,0,3,1
253,30,0,1,0.75,0,5,37150,3,1069000,12872.33,32,27,4,1,0.84,1129.79,3,108753.67,104,0,1,0,1,0,0,0,3,1
254,64,0,0,4.58,1,1,288563,3,1174000,10407.0,87,71,8,8,0.82,825.14,2,190140.5,506,1,1,1,0,0,0,0,4,0
255,57,0,1,1.38,1,2,586544,3,1058000,7970.0,48,37,7,4,0.77,685.18,8,126865.12,281,1,0,1,0,1,0,0,4,1
256,64,1,0,1.95,3,1,84081,1,390000,13538.0,13,8,4,1,0.62,1244.25,3,93411.33,852,0,0,0,1,0,0,0,3,0
257,60,0,0,3.2,4,1,243013,1,440000,10096.0,13,10,1,2,0.77,835.75,1,186261.0,219,1,0,0,0,0,0,0,4,1
258,35,1,0,1.22,1,2,239690,3,620000,10770.33,50,43,2,5,0.86,903.01,0,0.0,-1,0,1,0,1,0,0,0,3,1
259,66,0,1,3.2,0,1,254962,2,902000,12832.0,59,47,7,5,0.8,1020.38,1,349501.0,1096,1,0,1,0,0,0,0,4,0
260,39,0,0,3.69,1,4,162782,2,690000,13177.0,74,62,4,8,0.84,1086.69,0,0.0,-1,1,0,0,1,0,0,0,2,1
261,55,1,0,3.62,2,1,227520,1,280000,7024.0,37,30,3,4,0.81,559.87,3,113544.67,1360,1,0,0,0,0,0,0,2,1
262,34,0,0,3.06,1,3,1396,2,640000,6580.0,50,40,3,7,0.8,687.97,1,130476.0,132,1,0,0,0,0,1,0,2,1
263,25,0,1,3.94,1,2,235554,3,752000,8498.67,42,31,6,5,0.74,670.71,0,0.0,-1,1,0,1,0,0,1,0,5,1
264,34,1,1,0.63,3,1,180756,3,404000,9124.67,51,42,6,3,0.82,746.3,1,31191.0,245,1,0,0,0,1,1,0,2,1
265,56,1,1,0.29,1,2,272831,3,1443000,9456.0,75,56,11,8,0.75,837.33,1,163183.0,1220,0,1,1,1,0,0,0,5,1
266,28,1,1,2.36,0,4,96773,1,304000,6882.0,5,5,0,0,1.0,627.0,0,0.0,-1,0,1,0,0,0,0,0,5,0
267,27,1,1,4.38,0,3,43682,3,760000,8814.0,53,42,6,5,0.79,581.4,1,103974.0,31,0,1,1,0,0,0,0,5,1
268,37,1,0,4.38,2,1,284873,3,892000,11555.67,44,34,5,5,0.77,918.79,1,72656.0,178,1,0,1,0,0,0,0,2,1
269,68,1,0,0.96,0,2,417704,1,320000,7657.0,14,9,1,4,0.64,650.97,1,237645.0,0,1,0,0,0,0,0,0,4,0
270,24,1,1,0.78,1,4,189951,1,208000,10046.0,37,26,6,5,0.7,831.13,1,157297.0,1065,0,1,0,0,0,0,0,5,1
271,65,0,0,1.02,2,1,334932,2,995000,13140.5,45,39,3,3,0.87,1295.94,2,429183.0,588,1,0,0,1,0,0,0,3,1
272,46,0,0,0.25,2,1,312112,2,560000,10816.5,62,51,3,8,0.82,916.73,0,0.0,-1,1,0,0,0,0,0,0,2,1
273,26,1,0,2.36,0,5,135536,2,658000,9800.0,48,37,5,6,0.77,868.42,1,221306.0,95,1,1,0,0,0,0,0,3,1
274,56,0,0,0.94,1,1,198169,3,1275000,12546.67,43,35,5,3,0.81,1016.8,2,318971.5,43,1,0,1,1,0,0,0,7,1
275,57,1,1,2.09,4,1,146718,2,1105000,14004.0,52,41,8,3,0.79,1162.2,3,235725.0,348,1,0,0,1,0,0,0,3,1
276,41,0,1,2.45,1,3,9641,3,640000,7821.67,38,34,3,1,0.89,656.21,2,61035.5,650,1,1,0,0,1,0,0,3,1
277,58,0,1,3.09,0,2,224410,1,110000,8049.0,30,25,4,1,0.83,703.5,1,68345.0,825,1,0,0,0,0,0,0,5,1
278,70,1,0,1.07,2,1,147568,2,803000,10612.5,38,33,2,3,0.87,988.89,1,214371.0,1204,0,1,0,1,0,0,0,3,1
279,27,1,0,1.24,0,3,41010,3,888000,9574.33,32,26,4,2,0.81,848.17,0,0.0,-1,1,1,0,0,0,0,0,3,1
280,58,1,0,0.13,0,3,63808,1,500000,11330.0,37,31,3,3,0.84,933.17,0,0.0,-1,1,0,0,0,0,0,0,5,0
281,68,0,1,2.57,2,3,57995,2,676000,11018.5,44,37,2,5,0.84,972.74,4,158688.25,23,1,1,0,0,0,0,0,3,1
282,24,1,0,0.31,1,1,128036,2,635000,13172.0,8,8,0,0,1.0,1059.61,3,120936.33,56,1,0,0,1,0,0,0,3,1
283,42,0,1,4.34,7,4,180538,2,620000,9973.0,29,21,2,6,0.72,811.6,1,26880.0,341,1,0,0,0,0,0,0,2,1
284,30,1,1,4.4,4,2,424700,2,528000,10881.5,38,28,5,5,0.74,785.92,4,46636.5,104,0,0,1,0,0,1,0,5,1
285,30,1,0,3.79,1,2,546406,1,392000,9007.0,25,20,3,2,0.8,762.63,2,132468.0,77,0,1,0,0,0,0,0,5,1
286,57,1,0,0.67,2,4,160185,2,695000,11703.5,35,28,2,5,0.8,973.13,3,128238.0,307,1,0,0,1,0,0,0,3,1
287,43,1,0,2.53,2,2,575676,2,940000,8814.0,62,51,5,6,0.82,755.66,1,354543.0,678,1,0,0,0,0,0,0,2,0
288,53,0,1,0.32,2,2,103535,1,348000,14616.0,7,3,2,2,0.43,1233.48,2,53536.0,114,0,0,1,0,0,0,0,1,0
289,38,0,0,0.39,1,2,313739,1,430000,9563.0,19,15,2,2,0.79,760.26,0,0.0,-1,1,0,0,0,0,0,0,2,1
290,22,0,0,0.75,3,1,268075,2,150000,7331.5,23,20,1,2,0.87,557.42,0,0.0,-1,0,1,0,0,1,0,0,4,0
291,52,0,1,4.35,2,1,133525,2,570000,10225.5,35,31,2,2,0.89,820.04,2,100854.5,90,1,0,1,0,0,0,0,2,1
292,33,0,1,4.31,0,5,49914,1,180000,11786.0,25,20,1,4,0.8,982.94,0,0.0,-1,0,0,1,0,0,0,0,5,1
293,29,0,1,1.12,1,1,288421,2,638000,10712.0,50,45,3,2,0.9,887.3,1,29337.0,770,1,0,1,0,0,0,0,5,1
294,37,1,0,0.99,1,3,62728,3,1406000,10999.67,34,28,4,2,0.82,901.18,3,243863.0,126,1,0,1,0,0,0,0,2,1
295,42,1,0,1.39,1,1,99341,2,476000,11070.0,52,46,4,2,0.88,989.99,1,76807.0,79,0,1,1,0,0,0,0,4,1
296,68,1,1,3.8,1,3,5119,2,620000,8234.0,21,18,1,2,0.86,674.96,3,95788.0,122,1,1,0,0,0,0,0,3,0
297,64,0,1,0.21,1,1,183795,2,1080000,14362.5,45,39,3,3,0.87,1082.59,2,155316.0,879,1,0,0,1,0,0,0,3,0
298,49,1,1,4.98,2,1,238496,1,180000,12324.0,13,12,1,0,0.92,1005.42,2,85184.5,804,0,0,1,0,0,0,0,4,1
299,42,0,0,4.86,0,1,150499,2,852000,10689.5,11,10,0,1,0.91,890.79,0,0.0,-1,0,0,1,0,0,0,1,4,1
300,60,0,1,4.12,0,3,35328,3,1010000,12148.33,75,60,8,7,0.8,1074.0,3,148485.67,639,1,0,1,0,0,0,0,4,1
301,26,1,1,0.89,10,4,185705,2,778000,10795.5,50,43,4,3,0.86,742.45,1,454103.0,488,0,1,0,1,0,0,0,3,0
302,25,0,1,3.89,1,1,191674,2,530000,10254.0,60,45,4,11,0.75,864.3,0,0.0,-1,1,0,0,0,0,0,0,5,0
303,67,0,1,1.84,2,2,689977,2,678000,9942.0,26,21,3,2,0.81,808.29,1,295882.0,91,0,0,0,0,1,0,1,2,0
304,36,1,1,4.61,1,1,154706,2,568000,8836.5,41,29,4,8,0.71,893.91,0,0.0,-1,1,1,0,0,0,0,0,3,1
305,48,1,0,2.47,0,4,190193,3,1401000,9365.67,75,64,6,5,0.85,816.47,2,60511.5,587,0,1,1,1,0,0,0,6,1
306,46,0,0,3.08,2,1,299005,1,190000,9996.0,25,21,0,4,0.84,881.68,0,0.0,-1,1,0,0,0,0,0,0,2,0
307,45,1,1,3.07,0,4,168863,1,432000,14967.0,25,19,2,4,0.76,1248.33,1,300448.0,321,0,0,1,0,0,0,0,4,1
308,34,1,0,3.03,3,4,85011,3,1071000,14266.33,63,45,9,9,0.71,1230.56,2,175138.5,26,0,0,1,1,0,0,0,5,1
309,49,0,0,3.91,1,1,229400,3,463000,8299.67,50,41,3,6,0.82,790.99,2,30521.5,36,0,1,1,0,0,1,0,4,1
310,26,0,0,3.52,0,3,4601,1,290000,11569.0,15,13,1,1,0.87,935.45,0,0.0,-1,1,0,0,0,0,0,0,5,1
311,62,1,0,3.57,3,2,457040,2,912000,11836.0,19,17,0,2,0.89,1028.21,2,73335.5,27,0,1,0,1,0,0,0,3,1
312,62,1,1,2.46,0,1,231354,3,1185000,12774.33,54,43,7,4,0.8,1125.64,4,131699.75,42,1,0,1,1,0,0,0,5,0
313,52,1,1,2.87,2,1,330898,2,681000,8774.5,51,48,1,2,0.94,826.61,1,20885.0,141,0,0,0,1,1,0,0,3,0
314,23,0,1,4.46,1,1,281805,3,656000,11154.67,39,32,2,5,0.82,918.1,1,186608.0,929,1,1,1,0,0,0,0,5,1
315,56,0,1,1.18,1,2,549840,2,768000,9942.0,36,31,2,3,0.86,861.65,3,81848.67,297,1,1,0,0,0,0,0,3,0
316,52,0,1,3.87,0,1,235410,1,344000,6795.0,13,8,3,2,0.62,514.07,2,115577.5,32,0,1,0,0,0,0,0,5,1
317,47,1,0,4.4,0,2,395504,1,104000,7755.0,36,30,4,2,0.83,594.6,0,0.0,-1,0,1,0,0,0,0,0,4,1
318,57,1,0,0.43,0,1,204861,1,104000,6054.0,25,20,3,2,0.8,523.54,1,57910.0,1095,0,1,0,0,0,0,0,7,1
319,29,1,0,2.27,0,5,16228,3,960000,10087.0,70,55,9,6,0.79,919.43,0,0.0,-1,0,0,1,0,0,0,0,5,0
320,22,1,0,1.13,0,1,136270,1,500000,11442.0,18,13,4,1,0.72,890.19,0,0.0,-1,1,0,0,0,0,0,0,5,1
321,47,0,0,1.42,3,2,483285,1,224000,5945.0,37,24,5,8,0.65,526.34,2,97952.5,884,0,0,0,0,1,0,0,4,1
322,37,0,1,1.33,3,4,109701,3,1087000,10759.33,51,35,6,10,0.69,919.56,2,64491.5,490,1,0,1,0,0,1,0,4,0
323,54,1,1,4.26,2,3,67595,1,240000,12241.0,37,29,4,4,0.78,1000.36,1,120208.0,1238,1,0,0,0,0,0,0,2,1
324,51,0,1,3.24,2,1,103781,2,695000,6779.0,67,56,3,8,0.84,585.58,3,211804.0,302,1,0,0,0,1,0,0,2,1
325,64,0,0,1.16,1,2,660896,2,440000,7657.5,57,45,6,6,0.79,626.89,1,128706.0,891,1,1,0,0,0,0,0,3,0
326,68,0,1,3.73,3,4,171378,3,728000,8650.0,87,71,8,8,0.82,741.16,3,80689.0,241,0,1,0,0,0,0,0,4,1
327,35,0,1,2.72,2,2,642691,2,678000,12018.5,50,41,6,3,0.82,927.82,1,79763.0,1375,1,0,1,0,0,0,0,2,1
328,40,1,0,2.83,1,1,109963,1,150000,9052.0,33,24,6,3,0.73,742.06,0,0.0,-1,1,0,0,0,0,0,0,2,1
329,36,1,1,0.88,1,2,642003,1,240000,11377.0,24,22,1,1,0.92,935.15,1,6639.0,276,1,0,0,0,0,0,0,2,0
330,57,1,0,2.86,1,1,137570,2,551000,7974.0,29,28,0,1,0.97,644.0,5,88581.6,74,1,0,0,0,1,0,0,7,0
331,57,0,0,0.4,0,1,111953,1,110000,8410.0,13,11,0,2,0.85,698.23,2,21430.0,434,1,0,0,0,0,0,0,6,0
332,64,1,0,2.67,2,2,462534,2,504000,9385.5,50,39,6,5,0.78,740.39,1,233615.0,432,0,1,0,0,0,0,0,7,0
333,69,1,1,0.84,0,2,163811,3,802000,12132.0,41,33,5,3,0.8,984.52,3,104279.67,61,1,0,1,0,0,0,0,4,1
334,30,1,0,2.64,0,1,325211,1,392000,5981.0,10,7,1,2,0.7,543.93,1,306062.0,56,0,1,0,0,0,0,0,5,1
335,67,1,0,2.31,0,2,245024,2,885000,11860.0,38,32,4,2,0.84,1002.58,0,0.0,-1,1,0,0,1,0,0,0,3,0
336,68,0,0,1.88,1,1,218017,1,112000,10310.0,20,18,1,1,0.9,848.89,1,83195.0,408,0,1,0,0,0,0,0,4,0
337,36,0,0,3.06,0,1,339172,2,371000,14051.5,51,41,4,6,0.8,1135.44,1,47642.0,99,0,1,0,1,0,0,0,3,1
338,29,1,0,4.15,0,1,88899,2,740000,12107.0,16,14,2,0,0.88,962.81,1,17481.0,16,1,0,0,0,0,0,0,5,0
339,55,1,0,4.39,0,5,38377,2,240000,8890.5,29,26,0,3,0.9,1027.99,1,15092.0,28,0,0,1,0,1,0,0,4,1
340,47,1,1,4.36,1,1,160578,2,448000,8398.0,49,33,5,11,0.67,652.73,0,0.0,-1,1,1,0,0,0,0,0,3,1
341,44,1,1,1.42,3,4,191129,3,1375000,10613.67,75,60,4,11,0.8,913.82,0,0.0,-1,0,0,1,1,1,0,0,2,0
342,52,0,0,2.63,2,1,85521,1,252000,9907.0,10,6,1,3,0.6,798.0,1,83454.0,129,0,0,1,0,0,0,0,5,0
343,44,1,1,3.32,2,1,186758,2,446000,8669.0,50,40,3,7,0.8,811.84,0,0.0,-1,1,1,0,0,0,0,0,3,0
344,43,1,1,3.63,2,1,248202,2,420000,10866.5,38,30,4,4,0.79,903.69,0,0.0,-1,1,0,0,0,0,0,0,2,1
345,69,0,1,1.33,0,5,87709,2,662000,11387.5,41,35,3,3,0.85,1236.3,1,50804.0,40,0,1,0,1,0,0,0,3,1
346,44,0,1,0.82,1,1,278095,3,585000,10704.0,40,30,3,7,0.75,855.26,1,29773.0,266,1,0,0,1,0,0,0,2,1
347,45,1,0,3.11,0,2,81949,1,75000,6564.0,13,9,2,2,0.69,488.46,1,50085.0,551,0,0,0,0,0,1,0,5,1
348,36,1,1,0.16,1,1,140329,3,1150000,9676.67,82,69,9,4,0.84,840.31,2,37999.5,372,1,0,0,1,0,0,0,2,1
349,35,1,0,4.94,1,1,212506,3,779000,9970.67,38,30,4,4,0.79,753.58,4,40811.75,70,1,1,0,0,0,0,1,3,0
350,36,0,0,3.92,2,4,233258,3,992000,12032.67,55,44,7,4,0.8,993.65,2,92078.5,244,1,0,1,1,0,0,0,2,1
351,22,0,1,2.61,1,3,32475,3,800000,8844.33,50,38,6,6,0.76,673.67,1,32140.0,605,1,1,0,0,0,0,0,3,0
352,43,0,0,1.28,1,2,170005,1,190000,7531.0,37,30,5,2,0.81,632.07,0,0.0,-1,1,0,0,0,0,0,0,2,1
353,62,1,1,4.08,2,1,246886,1,564000,13535.0,13,8,3,2,0.62,1100.92,1,253644.0,65,0,0,1,0,0,0,0,5,1
354,43,0,1,4.87,2,1,235121,1,91000,9248.0,13,11,1,1,0.85,755.52,2,41446.5,826,0,0,0,0,1,0,0,3,0
355,44,1,0,1.57,1,1,275709,2,756000,13428.0,50,42,2,6,0.84,1170.54,3,88220.67,111,1,0,0,0,0,0,1,2,1
356,31,1,0,3.97,1,3,7800,3,690000,10070.0,63,52,5,6,0.83,854.06,3,59655.67,705,1,1,0,0,0,0,0,3,1
357,32,0,0,3.87,0,1,185115,3,816000,10968.67,62,48,8,6,0.77,954.83,3,97284.67,55,1,1,1,0,0,0,0,5,0
358,45,0,1,1.92,3,2,576734,1,410000,9091.0,23,15,2,6,0.65,733.38,1,153032.0,598,1,0,0,0,0,0,0,3,1
359,61,1,0,4.43,1,1,277579,1,135000,7476.0,31,24,3,4,0.77,675.69,1,107611.0,594,0,0,0,0,0,1,0,5,0
360,24,0,1,1.34,0,1,306170,1,615000,15368.0,9,8,1,0,0.89,1375.47,3,250594.0,128,0,0,0,1,0,0,0,3,1
361,28,1,1,4.54,0,1,333934,2,640000,9891.5,43,32,6,5,0.74,848.2,3,208689.33,111,1,0,1,0,0,0,0,5,1
362,44,1,0,3.17,2,1,83807,2,624000,11078.5,50,37,9,4,0.74,864.33,2,138063.5,187,1,0,1,0,0,0,0,2,1
363,55,0,1,1.07,1,1,277346,2,210000,3791.0,50,44,4,2,0.88,297.22,0,0.0,-1,0,0,0,0,0,1,0,3,1
364,60,1,0,1.51,1,4,127397,3,1056000,10399.33,54,41,9,4,0.76,945.87,0,0.0,-1,0,0,1,0,0,0,0,4,1
365,40,0,0,3.87,2,1,332753,1,150000,3996.0,13,12,0,1,0.92,293.97,1,29399.0,596,0,0,0,0,0,1,0,5,0
366,44,0,1,4.14,2,4,106243,2,765000,12089.5,47,32,7,8,0.68,1286.88,0,0.0,-1,1,0,0,1,0,0,0,3,1
367,68,0,1,3.92,1,2,481275,2,990000,12189.0,43,35,5,3,0.81,879.74,2,113655.0,278,1,0,0,1,0,0,0,3,1
368,67,0,0,0.49,2,1,87888,1,190000,11564.0,17,13,2,2,0.76,938.14,0,0.0,-1,1,0,0,0,0,0,0,2,1
369,26,0,0,2.77,2,2,215677,2,612000,7533.0,10,8,1,1,0.8,604.36,2,205160.0,3,1,1,0,0,0,0,0,3,1
370,39,1,1,3.61,3,4,153071,1,552000,12190.0,37,31,1,5,0.84,1052.65,0,0.0,-1,0,0,1,0,0,0,0,4,1
371,24,0,1,3.4,1,1,251523,2,330000,8598.0,62,46,9,7,0.74,671.95,1,85219.0,501,1,1,0,0,0,0,0,3,0
372,47,0,1,1.23,0,4,218767,1,324000,10070.0,8,7,0,1,0.88,776.82,1,141258.0,171,0,0,1,0,0,0,0,4,1
373,69,1,0,1.28,0,1,142854,1,432000,10778.0,12,8,1,3,0.67,971.02,1,162310.0,135,0,0,1,0,0,0,0,4,1
374,49,1,0,1.02,4,2,492786,3,1164000,12351.0,59,47,8,4,0.8,1067.19,4,176757.5,30,0,1,1,1,0,0,0,7,0
375,42,0,0,0.41,0,1,194458,1,140000,12886.0,13,8,3,2,0.62,1165.9,0,0.0,-1,1,0,0,0,0,0,0,3,1
